Line Number,Location path code,selection,source,word,menu,menu_ff,full_pattern,menu_pattern,button,menu_title,is_menu,menu_multiplicity,multiplicity,Training/ Spontaneous,Utterance: Single word or phrase,Type of Sign,is_match,match_type
4511,,LITTLE LOU,FINAL,Little Lou,,BIRD FRIENDS,BHC,BH,C,BIRD FRIENDS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4512,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
4513,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4514,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4515,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4516,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4517,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4518,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4519,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4520,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4521,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4522,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4523,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
4524,,BOOK,MENU,,BOOK,BOOK,DC,D,C,TO PLAY,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4525,,READING BOOK,MENU,,READING BOOK,READING BOOK,DCE,DC,E,BOOK,true,1,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4526,,YUM,FINAL,Yum,,READING BOOK,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4527,,EXCITED,FINAL,Excited,,READING BOOK,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4528,,SAD,FINAL,Sad,,READING BOOK,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4530,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
4531,,BOOK,MENU,,BOOK,BOOK,DC,D,C,TO PLAY,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4532,,READING BOOK,MENU,,READING BOOK,READING BOOK,DCE,DC,E,BOOK,true,1,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4533,,SENTENCE BOOK,FINAL,Sentence book,,READING BOOK,DCEC,DCE,C,READING BOOK,false,,1,Trained,Phrase,Abstract Sign,true,UNIQUE_MATCH
4562,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
4563,,BOOK,MENU,,BOOK,BOOK,DC,D,C,TO PLAY,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4564,,READING BOOK,MENU,,READING BOOK,READING BOOK,DCE,DC,E,BOOK,true,1,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4565,,HAPPY,FINAL,Happy,,READING BOOK,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4566,,LIKE,FINAL,Like,,READING BOOK,EH,E,H,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
4567,,LIKE,FINAL,Like,,READING BOOK,EH,E,H,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
4569,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
4570,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
4571,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4572,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4573,,EWW,FINAL,Eww,,FEELING,EJ,E,J,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4574,,EWW,FINAL,Eww,,FEELING,EJ,E,J,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4575,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4576,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4577,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4578,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4579,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4580,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4581,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4582,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4583,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4584,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4585,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4586,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
4587,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4588,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4589,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4590,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4591,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4592,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4593,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4594,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4595,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4596,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4597,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4598,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4599,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4600,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4601,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4602,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4603,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4604,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4605,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4606,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4607,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4608,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4609,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4610,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4611,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4612,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4613,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4614,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4615,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4616,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4617,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4618,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4619,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4620,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4621,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4622,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4623,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4624,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4625,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4626,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4627,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4628,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4629,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4630,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4631,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4632,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4633,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4634,,LIKE,FINAL,Like,,FEELING,EH,E,H,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
4635,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4636,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4637,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4638,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4639,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4640,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4641,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4642,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4643,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4644,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4645,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4646,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
4647,,EWW,FINAL,Eww,,FEELING,EJ,E,J,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4648,,EWW,FINAL,Eww,,FEELING,EJ,E,J,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4649,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
4650,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4651,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4652,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4653,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4654,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4655,,EXCITED,FINAL,Excited,,FEELING,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4656,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4657,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4658,,YUM,FINAL,Yum,,FEELING,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4659,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4660,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4685,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4686,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4693,,TOYS,FINAL,Toys,,FEELING,DL,D,L,TO PLAY,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4694,,CRAFTS,FINAL,Crafts,,FEELING,DK,D,K,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4695,,WRITING,FINAL,Writing,,FEELING,DE,D,E,TO PLAY,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4696,,TRACING,FINAL,Tracing,,FEELING,,,,,,,,,,,false,
4697,,TRACING,FINAL,Tracing,,FEELING,,,,,,,,,,,false,
4701,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4702,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4703,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4704,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4705,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4706,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4707,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4708,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4709,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4710,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4711,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4712,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4713,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4714,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4715,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4716,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4717,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO,B,"",B,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
4718,,MOM,FINAL,Mom,,SAY HELLO TO,,,,,,,,,,,false,
4719,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
4720,,LEARNING,FINAL,Learning,,TALK ABOUT,BKD,BK,D,TALK ABOUT,false,,1,Generalized,Single Word,Abstract Sign,true,UNIQUE_MATCH
4721,,LEARNING,FINAL,Learning,,TALK ABOUT,BKD,BK,D,TALK ABOUT,false,,1,Generalized,Single Word,Abstract Sign,true,UNIQUE_MATCH
4725,,FEELING,FINAL,Feeling,,TALK ABOUT,BKB,BK,B,TALK ABOUT,false,,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
4726,,FEELING,FINAL,Feeling,,TALK ABOUT,BKB,BK,B,TALK ABOUT,false,,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
4728,,GAMES,MENU,,GAMES,GAMES,F,"",F,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Drawing,true,UNIQUE_MATCH
4729,,BALLOON POP,FINAL,Balloon pop,,GAMES,FD,F,D,GAMES,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4730,,BALLOON POP,FINAL,Balloon pop,,GAMES,FD,F,D,GAMES,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4731,,BALLOON POP,FINAL,Balloon pop,,GAMES,FD,F,D,GAMES,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4738,,MUSIC,MENU,,MUSIC,MUSIC,J,"",J,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4740,,DANCE,FINAL,Dance,,MUSIC,JE,J,E,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4741,,PIANO,FINAL,Piano,,MUSIC,JC,J,C,MUSIC,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4742,,PIANO,FINAL,Piano,,MUSIC,JC,J,C,MUSIC,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4743,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4744,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4745,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4746,,CARTOONS,MENU,,CARTOONS,CARTOONS,K,"",K,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4747,,THEMES,MENU,,THEMES,THEMES,KF,K,F,CARTOONS,true,1,1,Generalized,Single Word,Drawing,true,UNIQUE_MATCH
4748,,MUSIC,FINAL,Music,,THEMES,,,,,,,,,,,false,
4749,,OLDIES,FINAL,Oldies,,THEMES,JF,J,F,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4750,,OLDIES,FINAL,Oldies,,THEMES,JF,J,F,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4751,,OLDIES,FINAL,Oldies,,THEMES,JF,J,F,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4752,,OLDIES,FINAL,Oldies,,THEMES,JF,J,F,MUSIC,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4753,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4754,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4755,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4783,,TO DRINK,MENU,,TO DRINK,TO DRINK,H,"",H,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
4784,,WATER,FINAL,Water,,TO DRINK,HB,H,B,TO DRINK,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4785,,WATER,FINAL,Water,,TO DRINK,HB,H,B,TO DRINK,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4786,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4787,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4788,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4789,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4791,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
4794,,PUZZLE,FINAL,Puzzle,,TREATS,FJ,F,J,GAMES,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4795,,PUZZLE,FINAL,Puzzle,,TREATS,FJ,F,J,GAMES,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4797,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
4798,,CRAFTS,FINAL,Crafts,,TO PLAY,DK,D,K,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4799,,CRAFTS,FINAL,Crafts,,TO PLAY,DK,D,K,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4800,,CRAFTS,FINAL,Crafts,,TO PLAY,DK,D,K,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4801,,TOYS,FINAL,Toys,,TO PLAY,DL,D,L,TO PLAY,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
4802,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
4803,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4804,,EWW,FINAL,Eww,,FEELING,EJ,E,J,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4805,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4806,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4807,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4808,,AFRAID,FINAL,Afraid,,FEELING,EK,E,K,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
4809,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
