Line Number,Location path code,selection,source,word,menu,menu_ff,full_pattern,menu_pattern,button,menu_title,is_menu,menu_multiplicity,multiplicity,Training/ Spontaneous,Utterance: Single word or phrase,Type of Sign,is_match,match_type
1277,,TOUCH,FINAL,Touch,,TO PLAY,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1279,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
1280,,WRITING,FINAL,Writing,,TO PLAY,DE,D,E,TO PLAY,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1281,,HAPPY,FINAL,Happy,,TO PLAY,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1282,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1283,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1284,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1285,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1286,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1287,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1293,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1294,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1295,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1296,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1301,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1302,,TASTE,FINAL,Taste,,EXPERIENCE,CK,C,K,EXPERIENCE,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1303,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1304,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1305,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1306,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1307,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1309,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1310,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1311,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1313,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1315,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1316,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1317,,YUM,FINAL,Yum,,EXPERIENCE,ED,E,D,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1318,,EXCITED,FINAL,Excited,,EXPERIENCE,EC,E,C,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1319,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1320,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1321,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1322,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1323,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1324,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1325,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1326,,SAD,FINAL,Sad,,EXPERIENCE,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1327,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1328,,HAPPY,FINAL,Happy,,EXPERIENCE,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1329,,SAD,FINAL,Sad,,EXPERIENCE,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1330,,SAD,FINAL,Sad,,EXPERIENCE,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1331,,SAD,FINAL,Sad,,EXPERIENCE,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1333,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1334,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1335,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1336,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1337,,MANGO,FINAL,Mango,,TREATS,LE,L,E,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1339,,CARTOONS,MENU,,CARTOONS,CARTOONS,K,"",K,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1340,,SEASONAL,MENU,,SEASONAL,SEASONAL,,,,,,,,,,,false,
1341,,SUMMER,FINAL,Summer,,SEASONAL,KEE,KE,E,SEASONAL,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1342,,SUMMER,FINAL,Summer,,SEASONAL,KEE,KE,E,SEASONAL,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1343,,SUMMER,FINAL,Summer,,SEASONAL,KEE,KE,E,SEASONAL,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1344,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
1345,,TRACING,FINAL,Tracing,,TO PLAY,,,,,,,,,,,false,
1346,,CARDS,FINAL,Cards,,TO PLAY,DJ,D,J,TO PLAY,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1351,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1353,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1354,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1355,,MANGO,FINAL,Mango,,TREATS,LE,L,E,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1356,,MANGO,FINAL,Mango,,TREATS,LE,L,E,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1357,,MANGO,FINAL,Mango,,TREATS,LE,L,E,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1359,,A BANANA,FINAL,A banana,,TREATS,GK,G,K,TO EAT,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1360,,TOFU,FINAL,Tofu,,TREATS,GL,G,L,TO EAT,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1361,,AN APPLE,FINAL,An apple,,TREATS,GF,G,F,TO EAT,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1363,,TOFU,FINAL,Tofu,,TREATS,GL,G,L,TO EAT,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1367,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1379,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1380,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1381,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1382,,MEDICINE,FINAL,Medicine,,TREATS,LF,L,F,TREATS,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1383,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1384,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1385,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1386,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1387,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1388,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1389,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1390,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1392,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1393,,TASTE,FINAL,Taste,,EXPERIENCE,CK,C,K,EXPERIENCE,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1394,,A PANCAKE,FINAL,A pancake,,EXPERIENCE,GI,G,I,TO EAT,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1395,,TOFU,FINAL,Tofu,,EXPERIENCE,GL,G,L,TO EAT,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1396,,TOFU,FINAL,Tofu,,EXPERIENCE,GL,G,L,TO EAT,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1406,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1407,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1423,,C,FINAL,C,,TREATS,,,,,,,,,,,false,
1424,,B,FINAL,B,,TREATS,,,,,,,,,,,false,
1425,,B,FINAL,B,,TREATS,,,,,,,,,,,false,
1426,,B,FINAL,B,,TREATS,,,,,,,,,,,false,
1427,,B,FINAL,B,,TREATS,,,,,,,,,,,false,
1428,,B,FINAL,B,,TREATS,,,,,,,,,,,false,
1429,,C,FINAL,C,,TREATS,,,,,,,,,,,false,
1430,,A,FINAL,A,,TREATS,,,,,,,,,,,false,
1431,,B,FINAL,B,,TREATS,,,,,,,,,,,false,
1432,,C,FINAL,C,,TREATS,,,,,,,,,,,false,
1433,,A,FINAL,A,,TREATS,,,,,,,,,,,false,
1434,,A,FINAL,A,,TREATS,,,,,,,,,,,false,
1435,,B,FINAL,B,,TREATS,,,,,,,,,,,false,
1436,,D,FINAL,D,,TREATS,,,,,,,,,,,false,
1437,,C,FINAL,C,,TREATS,,,,,,,,,,,false,
1438,,C,FINAL,C,,TREATS,,,,,,,,,,,false,
1439,,C,FINAL,C,,TREATS,,,,,,,,,,,false,
1440,,D,FINAL,D,,TREATS,,,,,,,,,,,false,
1441,,D,FINAL,D,,TREATS,,,,,,,,,,,false,
1442,,A,FINAL,A,,TREATS,,,,,,,,,,,false,
1444,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
1445,,TYPE,MENU,,TYPE,TYPE,,,,,,,,,,,false,
1446,,H,FINAL,H,,TYPE,,,,,,,,,,,false,
1448,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1449,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1450,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1451,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1452,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1453,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1455,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
1457,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO,B,"",B,MAIN MENU,true,1,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
1459,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1460,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1461,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1463,,FEELING,MENU,,FEELING,FEELING,E,"",E,MAIN MENU,true,1,1,Trained - Repeated,Single Word,Abstract Sign,true,UNIQUE_MATCH
1464,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1465,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1466,,SAD,FINAL,Sad,,FEELING,EL,E,L,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1467,,MAD,FINAL,Mad,,FEELING,EF,E,F,FEELING,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1468,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1469,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1470,,HAPPY,FINAL,Happy,,FEELING,EB,E,B,FEELING,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1471,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
1473,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1474,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1475,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1476,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1477,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1478,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1479,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1480,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1481,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1482,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1483,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1484,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1485,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1486,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1487,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1488,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1489,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1490,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1491,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1492,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1493,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1494,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1495,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1496,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1497,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1498,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1499,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1500,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1501,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1502,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1503,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1504,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1505,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1506,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1507,,TASTE,FINAL,Taste,,EXPERIENCE,CK,C,K,EXPERIENCE,false,,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1508,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1509,,SEE,FINAL,See,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1510,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1511,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1512,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1513,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1514,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1516,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE,C,"",C,MAIN MENU,true,1,1,Trained,Single Word,Drawing,true,UNIQUE_MATCH
1517,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1518,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1519,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1520,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,Trained,Single Word,Abstract Sign,true,UNIQUE_MATCH
1522,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1523,,ELLIE,FINAL,Ellie,,EXPERIENCE,,,,,,,,,,,false,
1525,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,,,,false,
1527,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,,,,,,,,,,,false,
1528,,CAR RIDE,FINAL,Car ride,,TALK ABOUT,BG,B,G,SAY HELLO TO,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
1529,,CAR RIDE,FINAL,Car ride,,TALK ABOUT,BG,B,G,SAY HELLO TO,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
1530,,CAR RIDE,FINAL,Car ride,,TALK ABOUT,BG,B,G,SAY HELLO TO,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
1531,,CAR RIDE,FINAL,Car ride,,TALK ABOUT,BG,B,G,SAY HELLO TO,false,,1,Trained,Phrase,Drawing,true,UNIQUE_MATCH
1532,,TYPING,FINAL,Typing,,TALK ABOUT,AI,A,I,TALK ABOUT,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1619,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1620,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1621,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1622,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1623,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1624,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1627,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1628,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1629,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1630,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1631,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1632,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1633,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1634,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1635,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1636,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1637,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1638,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1639,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1640,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1641,,TREATS,MENU,,TREATS,TREATS,L,"",L,MAIN MENU,true,1,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1642,,NUTS,FINAL,Nuts,,TREATS,LC,L,C,TREATS,false,,1,Trained,Single Word,Photo,true,UNIQUE_MATCH
1643,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1644,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1645,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1646,,SEED BALL,FINAL,Seed ball,,TREATS,LD,L,D,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
1647,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS,LB,L,B,TREATS,false,,1,Trained,Phrase,Photo,true,UNIQUE_MATCH
