Line Number,Location path code,selection,source,word,menu,menu_ff
3877,,NUMBER MATCH,FINAL,Number match,,GAMES
3878,,NUMBER MATCH,FINAL,Number match,,GAMES
3881,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
3883,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3884,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
3885,,HOT,MENU,,HOT,HOT
3886,,I FEEL HOT,FINAL,I feel hot,,HOT
3887,,HOT,MENU,,HOT,HOT
3888,,I FEEL HOT,FINAL,I feel hot,,HOT
3889,,I FEEL HOT,FINAL,I feel hot,,HOT
3891,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE
3892,,MOM,FINAL,Mom,,EXPERIENCE
3893,,TOUCH,FINAL,Touch,,EXPERIENCE
3894,,TOUCH,FINAL,Touch,,EXPERIENCE
3895,,MOM,FINAL,Mom,,EXPERIENCE
3896,,TOUCH,FINAL,Touch,,EXPERIENCE
3897,,MOM,FINAL,Mom,,EXPERIENCE
3898,,TOUCH,FINAL,Touch,,EXPERIENCE
3899,,ELLIE,FINAL,Ellie,,EXPERIENCE
3910,,HOT,MENU,,HOT,HOT
3911,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
3912,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
3913,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3915,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3916,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
3917,,HOT,MENU,,HOT,HOT
3918,,I FEEL HOT,FINAL,I feel hot,,HOT
3920,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3922,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3923,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
3924,,WARM,MENU,,WARM,WARM
3925,,I FEEL WARM,FINAL,I feel warm,,WARM
3926,,I FEEL WARM,FINAL,I feel warm,,WARM
3927,,I FEEL WARM,FINAL,I feel warm,,WARM
3928,,I FEEL WARM,FINAL,I feel warm,,WARM
3929,,I FEEL WARM,FINAL,I feel warm,,WARM
3930,,I FEEL WARM,FINAL,I feel warm,,WARM
3931,,I FEEL WARM,FINAL,I feel warm,,WARM
3933,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3934,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
3935,,WARM,MENU,,WARM,WARM
3936,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,WARM
3939,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3941,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3942,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
3943,,HOT,MENU,,HOT,HOT
3944,,I FEEL HOT,FINAL,I feel hot,,HOT
3946,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3947,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
3948,,HOT,MENU,,HOT,HOT
3950,,HOT,MENU,,HOT,HOT
3951,,I FEEL HOT,FINAL,I feel hot,,HOT
3952,,COOL,MENU,,COOL,COOL
3954,,WARM,MENU,,WARM,WARM
3955,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,WARM
3956,,I WANT TO FEEL WARM,FINAL,I want to feel warm,,WARM
3957,,COLD WIND AIR CONDITIONER,FINAL,Cold wind air conditioner,,WARM
3958,,COLD WIND AIR CONDITIONER,FINAL,Cold wind air conditioner,,WARM
3959,,COOL,MENU,,COOL,COOL
3960,,COLD,MENU,,COLD,COLD
3961,,COLD WIND AIR CONDITIONER,FINAL,Cold wind air conditioner,,COLD
3962,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3964,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
3965,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
3966,,HOT,MENU,,HOT,HOT
3967,,I FEEL HOT,FINAL,I feel hot,,HOT
3968,,HAPPY,FINAL,Happy,,HOT
3981,,HAPPY,FINAL,Happy,,HOT
3982,,AFRAID,FINAL,Afraid,,HOT
3983,,AFRAID,FINAL,Afraid,,HOT
3984,,AFRAID,FINAL,Afraid,,HOT
3985,,HAPPY,FINAL,Happy,,HOT
3986,,HAPPY,FINAL,Happy,,HOT
3987,,HAPPY,FINAL,Happy,,HOT
3988,,AFRAID,FINAL,Afraid,,HOT
3989,,AFRAID,FINAL,Afraid,,HOT
3990,,AFRAID,FINAL,Afraid,,HOT
3991,,EWW,FINAL,Eww,,HOT
3992,,AFRAID,FINAL,Afraid,,HOT
3993,,HAPPY,FINAL,Happy,,HOT
3994,,HAPPY,FINAL,Happy,,HOT
3996,,MUSIC,MENU,,MUSIC,MUSIC
3997,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
3998,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
4000,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE
4001,,ISABELLE,FINAL,Isabelle,,EXPERIENCE
4002,,TILLIE,FINAL,Tillie,,EXPERIENCE
4003,,ISABELLE,FINAL,Isabelle,,EXPERIENCE
4004,,MOM,FINAL,Mom,,EXPERIENCE
4005,,TO PLAY,MENU,,TO PLAY,TO PLAY
4006,,GAMES,FINAL,Games,,TO PLAY
4007,,WHICH ONE?,FINAL,Which one?,,TO PLAY
4008,,MATCHING GAME,FINAL,Matching game,,TO PLAY
4009,,BALLOON POP,FINAL,Balloon pop,,TO PLAY
4010,,BALLOON POP,FINAL,Balloon pop,,TO PLAY
4011,,MATCHING GAME,FINAL,Matching game,,TO PLAY
4012,,MATCHING GAME,FINAL,Matching game,,TO PLAY
4013,,MATCHING GAME,FINAL,Matching game,,TO PLAY
4016,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE
4017,,MOM,FINAL,Mom,,EXPERIENCE
4020,,ISABELLE,FINAL,Isabelle,,EXPERIENCE
4021,,READ,FINAL,Read,,EXPERIENCE
4022,,READ,FINAL,Read,,EXPERIENCE
4023,,GAMES,FINAL,Games,,EXPERIENCE
4024,,BOOK,MENU,,BOOK,BOOK
4025,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
4026,,THEME,MENU,,THEME,THEME
4027,,ANIMALS,MENU,,ANIMALS,ANIMALS
4028,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4031,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4032,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4033,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4034,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4035,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4039,,TREATS,MENU,,TREATS,TREATS
4040,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4041,,BALLOON POP,FINAL,Balloon pop,,TREATS
4042,,BALLOON POP,FINAL,Balloon pop,,TREATS
4045,,TREATS,MENU,,TREATS,TREATS
4047,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4049,,TREATS,MENU,,TREATS,TREATS
4050,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4051,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4052,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4053,,TREATS,MENU,,TREATS,TREATS
4054,,TREATS,MENU,,TREATS,TREATS
4055,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4056,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4057,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4058,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4059,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4060,,TREATS,MENU,,TREATS,TREATS
4061,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4062,,GAMES,MENU,,GAMES,GAMES
4063,,MUSIC,FINAL,Music,,GAMES
4064,,BALLOON POP,FINAL,Balloon pop,,GAMES
4065,,TRACING,FINAL,Tracing,,GAMES
4066,,BALLOON POP,FINAL,Balloon pop,,GAMES
4074,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
4075,,CAR RIDE,FINAL,Car ride,,SAY HELLO TO
4076,,GAMES,MENU,,GAMES,GAMES
4077,,MUSIC,FINAL,Music,,GAMES
4078,,TRACING,FINAL,Tracing,,GAMES
4082,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
4084,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
4089,,TREATS,MENU,,TREATS,TREATS
4090,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4091,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4092,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4093,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4094,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4095,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4096,,FEELING,MENU,,FEELING,FEELING
4097,,EXCITED,FINAL,Excited,,FEELING
4098,,HAPPY,FINAL,Happy,,FEELING
4099,,HAPPY,FINAL,Happy,,FEELING
4100,,HAPPY,FINAL,Happy,,FEELING
4101,,HAPPY,FINAL,Happy,,FEELING
4102,,EXCITED,FINAL,Excited,,FEELING
4103,,FEELING,MENU,,FEELING,FEELING
4104,,HAPPY,FINAL,Happy,,FEELING
4105,,HAPPY,FINAL,Happy,,FEELING
4106,,HAPPY,FINAL,Happy,,FEELING
4107,,HAPPY,FINAL,Happy,,FEELING
4108,,HAPPY,FINAL,Happy,,FEELING
4109,,HAPPY,FINAL,Happy,,FEELING
4110,,YUM,FINAL,Yum,,FEELING
4111,,AFRAID,FINAL,Afraid,,FEELING
4112,,HAPPY,FINAL,Happy,,FEELING
4113,,HAPPY,FINAL,Happy,,FEELING
4114,,HAPPY,FINAL,Happy,,FEELING
4115,,HAPPY,FINAL,Happy,,FEELING
4116,,HAPPY,FINAL,Happy,,FEELING
4118,,TO PLAY,MENU,,TO PLAY,TO PLAY
4119,,CARDS,FINAL,Cards,,TO PLAY
4120,,ISABELLE,FINAL,Isabelle,,TO PLAY
4121,,TILLIE,FINAL,Tillie,,TO PLAY
4122,,ISABELLE,FINAL,Isabelle,,TO PLAY
4123,,ISABELLE,FINAL,Isabelle,,TO PLAY
4124,,ELLIE,FINAL,Ellie,,TO PLAY
4125,,ELLIE,FINAL,Ellie,,TO PLAY
4126,,TILLIE,FINAL,Tillie,,TO PLAY
4127,,GAMES,MENU,,GAMES,GAMES
4128,,BALLOON POP,FINAL,Balloon pop,,GAMES
4129,,BALLOON POP,FINAL,Balloon pop,,GAMES
4130,,BALLOON POP,FINAL,Balloon pop,,GAMES
4131,,BALLOON POP,FINAL,Balloon pop,,GAMES
4135,,TO DRINK,MENU,,TO DRINK,TO DRINK
4136,,JUICE,FINAL,Juice,,TO DRINK
4137,,JUICE,FINAL,Juice,,TO DRINK
4139,,FEELING,MENU,,FEELING,FEELING
4140,,HAPPY,FINAL,Happy,,FEELING
4141,,HAPPY,FINAL,Happy,,FEELING
4142,,HAPPY,FINAL,Happy,,FEELING
4143,,HAPPY,FINAL,Happy,,FEELING
4144,,HAPPY,FINAL,Happy,,FEELING
4145,,HAPPY,FINAL,Happy,,FEELING
4146,,HAPPY,FINAL,Happy,,FEELING
4147,,HAPPY,FINAL,Happy,,FEELING
4148,,HAPPY,FINAL,Happy,,FEELING
4150,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
4152,,GAMES,MENU,,GAMES,GAMES
4153,,MUSIC,FINAL,Music,,GAMES
4154,,MUSIC,FINAL,Music,,GAMES
4155,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,GAMES
4156,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,GAMES
4157,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,GAMES
4159,,TALK ABOUT,MENU,,TALK ABOUT ,TALK ABOUT 
4160,,HOLIDAYS,MENU,,HOLIDAYS,HOLIDAYS
4161,,THANKSGIVING,FINAL,Thanksgiving,,HOLIDAYS
4162,,HALLOWEEN,FINAL,Halloween,,HOLIDAYS
4163,,THANKSGIVING,FINAL,Thanksgiving,,HOLIDAYS
4164,,THANKSGIVING,FINAL,Thanksgiving,,HOLIDAYS
4171,,FEELING,MENU,,FEELING,FEELING
4172,,HAPPY,FINAL,Happy,,FEELING
4173,,HAPPY,FINAL,Happy,,FEELING
4174,,HAPPY,FINAL,Happy,,FEELING
4175,,HAPPY,FINAL,Happy,,FEELING
4176,,HAPPY,FINAL,Happy,,FEELING
4177,,HAPPY,FINAL,Happy,,FEELING
4178,,HAPPY,FINAL,Happy,,FEELING
4179,,HAPPY,FINAL,Happy,,FEELING
4181,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
4182,,CAR RIDE,FINAL,Car ride,,SAY HELLO TO
4185,,MAD,FINAL,Mad,,SAY HELLO TO
4186,,MAD,FINAL,Mad,,SAY HELLO TO
4187,,HAPPY,FINAL,Happy,,SAY HELLO TO
4188,,HAPPY,FINAL,Happy,,SAY HELLO TO
4189,,MAD,FINAL,Mad,,SAY HELLO TO
4190,,MAD,FINAL,Mad,,SAY HELLO TO
4191,,FEELING,MENU,,FEELING,FEELING
4192,,YUM,FINAL,Yum,,FEELING
4193,,HAPPY,FINAL,Happy,,FEELING
4194,,FEELING,MENU,,FEELING,FEELING
4195,,HAPPY,FINAL,Happy,,FEELING
4197,,TREATS,MENU,,TREATS,TREATS
4198,,SUNFLOWER SEEDS,FINAL,Sunflower seeds, , 
4199,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,, 
4200,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,, 
4210,,MAD,FINAL,Mad,, 
4211,,SAD,FINAL,Sad,, 
4212,,SAD,FINAL,Sad,, 
4213,,HAPPY,FINAL,Happy,, 
4214,,FEELING,MENU,,FEELING,FEELING
4215,,YUM,FINAL,Yum,,FEELING
4216,,HAPPY,FINAL,Happy,,FEELING
4218,,GAMES,MENU,,GAMES,GAMES
4219,,MUSIC,FINAL,Music,,GAMES
4220,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,GAMES
4221,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,GAMES
4223,,MUSIC,MENU,,MUSIC,MUSIC
4224,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
4225,,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,MUSIC
4226,,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,MUSIC
4227,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
4228,,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,MUSIC
4229,,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,MUSIC
4230,,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,MUSIC
4231,,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,MUSIC
4232,,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,MUSIC
4233,,PIANO,FINAL,Piano,,MUSIC
4234,,PIANO,FINAL,Piano,,MUSIC
4235,,PIANO,FINAL,Piano,,MUSIC
4236,,PIANO,FINAL,Piano,,MUSIC
4237,,PIANO,FINAL,Piano,,MUSIC
4238,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
4239,,PIANO,FINAL,Piano,,MUSIC
4240,,OLDIES,FINAL,Oldies,,MUSIC
4241,,OLDIES,FINAL,Oldies,,MUSIC
4242,,OLDIES,FINAL,Oldies,,MUSIC
4243,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
4244,,TREATS,MENU,,TREATS,TREATS
4245,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4246,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4247,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4248,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4249,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4250,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4251,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4252,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4253,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4254,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4255,,NUTS,FINAL,Nuts,,TREATS
4256,,SEED BALL,FINAL,Seed ball,,TREATS
4257,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
4259,,GAMES,MENU,,GAMES,GAMES
4260,,MATCHING GAME,FINAL,Matching game,,GAMES
4261,,FEELING,MENU,,FEELING,FEELING
4262,,HAPPY,FINAL,Happy,,FEELING
4263,,HAPPY,FINAL,Happy,,FEELING
4264,,HAPPY,FINAL,Happy,,FEELING
4265,,HAPPY,FINAL,Happy,,FEELING
4266,,HAPPY,FINAL,Happy,,FEELING
4267,,HAPPY,FINAL,Happy,,FEELING
4268,,HAPPY,FINAL,Happy,,FEELING
4270,,FEELING,MENU,,FEELING,FEELING
4271,,HAPPY,FINAL,Happy,,FEELING
4272,,HAPPY,FINAL,Happy,,FEELING
4273,,FEELING,MENU,,FEELING,FEELING
4274,,HAPPY,FINAL,Happy,,FEELING
4275,,HAPPY,FINAL,Happy,,FEELING
4336,,TO PLAY,MENU,,TO PLAY,TO PLAY
4337,,BOOK,MENU,,BOOK,BOOK
4338,,POP UP,FINAL,Pop Up,,BOOK
4340,,SEASONAL,MENU,,SEASONAL,SEASONAL
4341,,EASTER,FINAL,Easter,,SEASONAL
4342,,EASTER,FINAL,Easter,,SEASONAL
4343,,HALLOWEEN,FINAL,Halloween,,SEASONAL
4344,,CHRISTMAS,FINAL,Christmas,,SEASONAL
4345,,HALLOWEEN,FINAL,Halloween,,SEASONAL
4347,,HALLOWEEN,FINAL,Halloween,,SEASONAL
4348,,HALLOWEEN,FINAL,Halloween,,SEASONAL
4349,,CHRISTMAS,FINAL,Christmas,,SEASONAL
4350,,EASTER,FINAL,Easter,,SEASONAL
4351,,FEELING,MENU,,FEELING,FEELING
4352,,HAPPY,FINAL,Happy,,FEELING
4355,,FEELING,MENU,,FEELING,FEELING
4356,,HAPPY,FINAL,Happy,,FEELING
4357,,MAD,FINAL,Mad,,FEELING
4358,,MAD,FINAL,Mad,,FEELING
4359,,MAD,FINAL,Mad,,FEELING
4360,,AFRAID,FINAL,Afraid,,FEELING
4361,,SAD,FINAL,Sad,,FEELING
4362,,SAD,FINAL,Sad,,FEELING
4363,,AFRAID,FINAL,Afraid,,FEELING
4365,,MUSIC,MENU,,MUSIC,MUSIC
4366,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
4367,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
4368,,PIANO,FINAL,Piano,,MUSIC
4370,,FEELING,MENU,,FEELING,FEELING
4371,,YUM,FINAL,Yum,,FEELING
4372,,HAPPY,FINAL,Happy,,FEELING
4373,,HAPPY,FINAL,Happy,,FEELING
4374,,YUM,FINAL,Yum,,FEELING
4378,,TREATS,MENU,,TREATS,TREATS
4379,,SEED BALL,FINAL,Seed ball,,TREATS
4383,,GAMES,MENU,,GAMES,GAMES
4384,,BALLOON POP,FINAL,Balloon pop,,GAMES
4385,,TRACING,FINAL,Tracing,,GAMES
4386,,TRACING,FINAL,Tracing,,GAMES
4387,,BALLOON POP,FINAL,Balloon pop,,GAMES
4420,,MAD,FINAL,Mad,,GAMES
4421,,AFRAID,FINAL,Afraid,,GAMES
4422,,NO LIKE,FINAL,No like,,GAMES
4423,,SAD,FINAL,Sad,,GAMES
4424,,SAD,FINAL,Sad,,GAMES
4425,,HAPPY,FINAL,Happy,,GAMES
4436,,FEELING,MENU,,FEELING,FEELING
4454,,TO PLAY,MENU,,TO PLAY,TO PLAY
4455,,SNUGGLE,FINAL,Snuggle,,TO PLAY
4457,,CAR RIDE,FINAL,Car ride,,TO PLAY
4458,,CAR RIDE,FINAL,Car ride,,TO PLAY
4459,,BIRD FRIENDS,MENU,,BIRD FRIENDS,BIRD FRIENDS
4460,,COOKIE,FINAL,Cookie,,BIRD FRIENDS
4461,,COOKIE,FINAL,Cookie,,BIRD FRIENDS
4463,,TREATS,MENU,,TREATS,TREATS
4464,,SEED BALL,FINAL,Seed ball,,TREATS
4465,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
4466,,MOM,FINAL,Mom,,SAY HELLO TO
4467,,OUTSIDE WALK,FINAL,Outside walk,,SAY HELLO TO
4468,,CAR RIDE,FINAL,Car ride,,SAY HELLO TO
4469,,GRANDMA,FINAL,Grandma,,SAY HELLO TO
4470,,CAR RIDE,FINAL,Car ride,,SAY HELLO TO
4471,,CAR RIDE,FINAL,Car ride,,SAY HELLO TO
4472,,BOOK,MENU,,BOOK,BOOK
4473,,THEME,MENU,,THEME,THEME
4474,,ANIMALS,MENU,,ANIMALS,ANIMALS
4475,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4476,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4477,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4478,,JUNGLE ANIMALS,FINAL,Jungle animals,,ANIMALS
4482,,TO PLAY,MENU,,TO PLAY,TO PLAY
4483,,BOOK,MENU,,BOOK,BOOK
4484,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
4485,,POP UP,FINAL,Pop Up,,BOOK
4486,,POP UP,FINAL,Pop Up,,BOOK
4488,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
4489,,MOM,FINAL,Mom,,SAY HELLO TO
4491,,TO EAT,MENU,,TO EAT,TO EAT
4492,,A TOAST,FINAL,A toast,,TO EAT
4493,,A TOAST,FINAL,A toast,,TO EAT
4494,,A TOAST,FINAL,A toast,,TO EAT
4495,,SNUGGLE,FINAL,Snuggle,,TO EAT
4502,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
4503,,MOM,FINAL,Mom,,SAY HELLO TO
4504,,GRANDMA,FINAL,Grandma,,SAY HELLO TO
4505,,BIRD FRIENDS,MENU,,BIRD FRIENDS,BIRD FRIENDS
4506,,COOKIE,FINAL,Cookie,,BIRD FRIENDS
4507,,SKITTLES SQUEE AND YAYA,FINAL,Skittles Squee and Yaya,,BIRD FRIENDS
4508,,SKITTLES SQUEE AND YAYA,FINAL,Skittles Squee and Yaya,,BIRD FRIENDS
4509,,SKITTLES SQUEE AND YAYA,FINAL,Skittles Squee and Yaya,,BIRD FRIENDS
4510,,LITTLE LOU,FINAL,Little Lou,,BIRD FRIENDS
4511,,LITTLE LOU,FINAL,Little Lou,,BIRD FRIENDS
4512,,FEELING,MENU,,FEELING,FEELING
4513,,EXCITED,FINAL,Excited,,FEELING
4514,,HAPPY,FINAL,Happy,,FEELING
4515,,HAPPY,FINAL,Happy,,FEELING
4516,,EXCITED,FINAL,Excited,,FEELING
4517,,HAPPY,FINAL,Happy,,FEELING
4518,,HAPPY,FINAL,Happy,,FEELING
4519,,EXCITED,FINAL,Excited,,FEELING
4520,,EXCITED,FINAL,Excited,,FEELING
4521,,HAPPY,FINAL,Happy,,FEELING
4522,,HAPPY,FINAL,Happy,,FEELING
4523,,TO PLAY,MENU,,TO PLAY,TO PLAY
4524,,BOOK,MENU,,BOOK,BOOK
4525,,READING BOOK,MENU,,READING BOOK,READING BOOK
4526,,YUM,FINAL,Yum,,READING BOOK
4527,,EXCITED,FINAL,Excited,,READING BOOK
4528,,SAD,FINAL,Sad,,READING BOOK
4530,,TO PLAY,MENU,,TO PLAY,TO PLAY
4531,,BOOK,MENU,,BOOK,BOOK
4532,,READING BOOK,MENU,,READING BOOK,READING BOOK
4533,,SENTENCE BOOK,FINAL,Sentence book,,READING BOOK
4562,,TO PLAY,MENU,,TO PLAY,TO PLAY
4563,,BOOK,MENU,,BOOK,BOOK
4564,,READING BOOK,MENU,,READING BOOK,READING BOOK
4565,,HAPPY,FINAL,Happy,,READING BOOK
4566,,LIKE,FINAL,Like,,READING BOOK
4567,,LIKE,FINAL,Like,,READING BOOK
4569,,FEELING,MENU,,FEELING,FEELING
4570,,MAD,FINAL,Mad,,FEELING
4571,,AFRAID,FINAL,Afraid,,FEELING
4572,,AFRAID,FINAL,Afraid,,FEELING
4573,,EWW,FINAL,Eww,,FEELING
4574,,EWW,FINAL,Eww,,FEELING
4575,,AFRAID,FINAL,Afraid,,FEELING
4576,,SAD,FINAL,Sad,,FEELING
4577,,AFRAID,FINAL,Afraid,,FEELING
4578,,SAD,FINAL,Sad,,FEELING
4579,,YUM,FINAL,Yum,,FEELING
4580,,HAPPY,FINAL,Happy,,FEELING
4581,,AFRAID,FINAL,Afraid,,FEELING
4582,,SAD,FINAL,Sad,,FEELING
4583,,SAD,FINAL,Sad,,FEELING
4584,,YUM,FINAL,Yum,,FEELING
4585,,HAPPY,FINAL,Happy,,FEELING
4586,,FEELING,MENU,,FEELING,FEELING
4587,,YUM,FINAL,Yum,,FEELING
4588,,EXCITED,FINAL,Excited,,FEELING
4589,,HAPPY,FINAL,Happy,,FEELING
4590,,AFRAID,FINAL,Afraid,,FEELING
4591,,SAD,FINAL,Sad,,FEELING
4592,,HAPPY,FINAL,Happy,,FEELING
4593,,HAPPY,FINAL,Happy,,FEELING
4594,,SAD,FINAL,Sad,,FEELING
4595,,SAD,FINAL,Sad,,FEELING
4596,,SAD,FINAL,Sad,,FEELING
4597,,HAPPY,FINAL,Happy,,FEELING
4598,,AFRAID,FINAL,Afraid,,FEELING
4599,,AFRAID,FINAL,Afraid,,FEELING
4600,,AFRAID,FINAL,Afraid,,FEELING
4601,,HAPPY,FINAL,Happy,,FEELING
4602,,HAPPY,FINAL,Happy,,FEELING
4603,,EXCITED,FINAL,Excited,,FEELING
4604,,EXCITED,FINAL,Excited,,FEELING
4605,,YUM,FINAL,Yum,,FEELING
4606,,EXCITED,FINAL,Excited,,FEELING
4607,,HAPPY,FINAL,Happy,,FEELING
4608,,HAPPY,FINAL,Happy,,FEELING
4609,,HAPPY,FINAL,Happy,,FEELING
4610,,EXCITED,FINAL,Excited,,FEELING
4611,,EXCITED,FINAL,Excited,,FEELING
4612,,EXCITED,FINAL,Excited,,FEELING
4613,,AFRAID,FINAL,Afraid,,FEELING
4614,,HAPPY,FINAL,Happy,,FEELING
4615,,HAPPY,FINAL,Happy,,FEELING
4616,,HAPPY,FINAL,Happy,,FEELING
4617,,AFRAID,FINAL,Afraid,,FEELING
4618,,HAPPY,FINAL,Happy,,FEELING
4619,,HAPPY,FINAL,Happy,,FEELING
4620,,SAD,FINAL,Sad,,FEELING
4621,,HAPPY,FINAL,Happy,,FEELING
4622,,HAPPY,FINAL,Happy,,FEELING
4623,,EXCITED,FINAL,Excited,,FEELING
4624,,EXCITED,FINAL,Excited,,FEELING
4625,,HAPPY,FINAL,Happy,,FEELING
4626,,HAPPY,FINAL,Happy,,FEELING
4627,,YUM,FINAL,Yum,,FEELING
4628,,HAPPY,FINAL,Happy,,FEELING
4629,,HAPPY,FINAL,Happy,,FEELING
4630,,HAPPY,FINAL,Happy,,FEELING
