Line Number,Location path code,selection,source,word,menu,menu_ff
1782,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
1784,,HOT,MENU,,HOT,HOT
1785,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
1786,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
1787,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
1788,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
1789,,I FEEL HOT,FINAL,I feel hot,,HOT
1796,,HOT,MENU,,HOT,HOT
1797,,I FEEL HOT,FINAL,I feel hot,,HOT
1798,,HOT,MENU,,HOT,HOT
1799,,WARM,MENU,,WARM,WARM
1800,,COOL,MENU,,COOL,COOL
1801,,COLD,MENU,,COLD,COLD
1802,,WARM,MENU,,WARM,WARM
1803,,HOT,MENU,,HOT,HOT
1804,,I FEEL HOT,FINAL,I feel hot,,HOT
1805,,I FEEL HOT,FINAL,I feel hot,,HOT
1806,,I FEEL HOT,FINAL,I feel hot,,HOT
1846,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
1847,,CAR RIDE,FINAL,Car ride,,SAY HELLO TO
1848,,CAR RIDE,FINAL,Car ride,,SAY HELLO TO
1849,,TREATS,MENU,,TREATS,TREATS
1850,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
1851,,TREATS,MENU,,TREATS,TREATS
1852,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
1853,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
1855,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
1856,,ANIMALS,MENU,,ANIMALS,ANIMALS
1857,,JUNGLE ANIMALS,MENU,,JUNGLE ANIMALS,JUNGLE ANIMALS
1858,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1859,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1860,,LION,FINAL,Lion,,JUNGLE ANIMALS
1861,,LION,FINAL,Lion,,JUNGLE ANIMALS
1862,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1863,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1864,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1865,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1866,,MONKEY,FINAL,Monkey,,JUNGLE ANIMALS
1867,,MONKEY,FINAL,Monkey,,JUNGLE ANIMALS
1868,,MONKEY,FINAL,Monkey,,JUNGLE ANIMALS
1869,,MONKEY,FINAL,Monkey,,JUNGLE ANIMALS
1870,,GIRAFFE,FINAL,Giraffe,,JUNGLE ANIMALS
1871,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1872,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1873,,ELEPHANT,FINAL,Elephant,,JUNGLE ANIMALS
1875,,SEE,FINAL,See,,JUNGLE ANIMALS
1876,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1877,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1878,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1879,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1880,,SEE,FINAL,See,,JUNGLE ANIMALS
1881,,SEE,FINAL,See,,JUNGLE ANIMALS
1882,,SEE,FINAL,See,,JUNGLE ANIMALS
1883,,SEE,FINAL,See,,JUNGLE ANIMALS
1884,,SEE,FINAL,See,,JUNGLE ANIMALS
1885,,SEE,FINAL,See,,JUNGLE ANIMALS
1886,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1887,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1888,,SEE,FINAL,See,,JUNGLE ANIMALS
1889,,SEE,FINAL,See,,JUNGLE ANIMALS
1890,,SEE,FINAL,See,,JUNGLE ANIMALS
1891,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1892,,SEE,FINAL,See,,JUNGLE ANIMALS
1893,,SEE,FINAL,See,,JUNGLE ANIMALS
1894,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1895,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1896,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1897,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1898,,HEAR,FINAL,Hear,,JUNGLE ANIMALS
1899,,SEE,FINAL,See,,JUNGLE ANIMALS
1900,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1901,,SEE,FINAL,See,,JUNGLE ANIMALS
1902,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1903,,SEE,FINAL,See,,JUNGLE ANIMALS
1904,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1905,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1906,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1907,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1908,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1909,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1910,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1911,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1912,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1913,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1914,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1915,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1916,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1917,,ELLIE,FINAL,Ellie,,JUNGLE ANIMALS
1918,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1919,,MOM,FINAL,Mom,,JUNGLE ANIMALS
1920,,SEE,FINAL,See,,JUNGLE ANIMALS
1921,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1922,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1923,,TOUCH,FINAL,Touch,,JUNGLE ANIMALS
1933,,TREATS,MENU,,TREATS,TREATS
1934,,SEED BALL,FINAL,Seed ball,,TREATS
1935,,SEED BALL,FINAL,Seed ball,,TREATS
1936,,SEED BALL,FINAL,Seed ball,,TREATS
1937,,SEASONAL,MENU,,SEASONAL,SEASONAL
1938,,SUMMER,FINAL,Summer,,SEASONAL
1939,,SUMMER,FINAL,Summer,,SEASONAL
1940,,FALL,FINAL,Fall,,SEASONAL
1941,,SUMMER,FINAL,Summer,,SEASONAL
1943,,TREATS,MENU,,TREATS,TREATS
1944,,SEED BALL,FINAL,Seed ball,,TREATS
1945,,MANGO,FINAL,Mango,,TREATS
1946,,SEED BALL,FINAL,Seed ball,,TREATS
1947,,NUTS,FINAL,Nuts,,TREATS
1948,,NUTS,FINAL,Nuts,,TREATS
1949,,SEED BALL,FINAL,Seed ball,,TREATS
1950,,NUTS,FINAL,Nuts,,TREATS
1951,,SEED BALL,FINAL,Seed ball,,TREATS
1952,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
1954,,TREATS,MENU,,TREATS,TREATS
1955,,SEED BALL,FINAL,Seed ball,,TREATS
1956,,SEED BALL,FINAL,Seed ball,,TREATS
1957,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
1959,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
1961,,CARTOONS,MENU,,CARTOONS,CARTOONS
1962,,THEMES,MENU,,THEMES,THEMES
1966,,TREATS,MENU,,TREATS,TREATS
1967,,TREATS,MENU,,TREATS,TREATS
1968,,SEED BALL,FINAL,Seed ball,,TREATS
1969,,TREATS,MENU,,TREATS,TREATS
1970,,NUTS,FINAL,Nuts,,TREATS
1977,,TREATS,MENU,,TREATS,TREATS
1978,,SEED BALL,FINAL,Seed ball,,TREATS
1979,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
1980,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
1981,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
1982,,SEED BALL,FINAL,Seed ball,,TREATS
1983,,SEED BALL,FINAL,Seed ball,,TREATS
1984,,NUTS,FINAL,Nuts,,TREATS
1985,,SEED BALL,FINAL,Seed ball,,TREATS
1986,,MANGO,FINAL,Mango,,TREATS
1987,,SEED BALL,FINAL,Seed ball,,TREATS
1988,,SEED BALL,FINAL,Seed ball,,TREATS
1989,,NUTS,FINAL,Nuts,,TREATS
1990,,TO PLAY,MENU,,TO PLAY,TO PLAY
1991,,BOOK,MENU,,BOOK,BOOK
1992,,READING BOOK,MENU,,READING BOOK,READING BOOK
1993,,FEELING,MENU,,FEELING,FEELING
1994,,GAMES,MENU,,GAMES,GAMES
1995,,BABY UNICORN,FINAL,Baby unicorn,,GAMES
1996,,TREATS,MENU,,TREATS,TREATS
1997,,MANGO,FINAL,Mango,,TREATS
1998,,SEED BALL,FINAL,Seed ball,,TREATS
1999,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2000,,MANGO,FINAL,Mango,,TREATS
2001,,SEED BALL,FINAL,Seed ball,,TREATS
2004,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE
2005,,TOUCH,FINAL,Touch,,EXPERIENCE
2006,,TOUCH,FINAL,Touch,,EXPERIENCE
2007,,SEE,FINAL,See,,EXPERIENCE
2008,,TASTE,FINAL,Taste,,EXPERIENCE
2009,,TOUCH,FINAL,Touch,,EXPERIENCE
2010,,TOUCH,FINAL,Touch,,EXPERIENCE
2011,,TOUCH,FINAL,Touch,,EXPERIENCE
2012,,TASTE,FINAL,Taste,,EXPERIENCE
2013,,SEE,FINAL,See,,EXPERIENCE
2014,,TASTE,FINAL,Taste,,EXPERIENCE
2015,,TOUCH,FINAL,Touch,,EXPERIENCE
2016,,SMELL,FINAL,Smell,,EXPERIENCE
2017,,MOM,FINAL,Mom,,EXPERIENCE
2018,,TOUCH,FINAL,Touch,,EXPERIENCE
2019,,TOUCH,FINAL,Touch,,EXPERIENCE
2020,,TOUCH,FINAL,Touch,,EXPERIENCE
2021,,SMELL,FINAL,Smell,,EXPERIENCE
2022,,TOUCH,FINAL,Touch,,EXPERIENCE
2023,,ISABELLE,FINAL,Isabelle,,EXPERIENCE
2024,,TOUCH,FINAL,Touch,,EXPERIENCE
2025,,SMELL,FINAL,Smell,,EXPERIENCE
2026,,TOUCH,FINAL,Touch,,EXPERIENCE
2027,,ISABELLE,FINAL,Isabelle,,EXPERIENCE
2028,,TASTE,FINAL,Taste,,EXPERIENCE
2029,,TASTE,FINAL,Taste,,EXPERIENCE
2030,,TOUCH,FINAL,Touch,,EXPERIENCE
2031,,READ,FINAL,Read,,EXPERIENCE
2032,,SEE,FINAL,See,,EXPERIENCE
2033,,TASTE,FINAL,Taste,,EXPERIENCE
2034,,TOUCH,FINAL,Touch,,EXPERIENCE
2035,,TASTE,FINAL,Taste,,EXPERIENCE
2036,,TREATS,MENU,,TREATS,TREATS
2037,,NUTS,FINAL,Nuts,,TREATS
2038,,NUTS,FINAL,Nuts,,TREATS
2039,,TREATS,MENU,,TREATS,TREATS
2040,,TREATS,MENU,,TREATS,TREATS
2041,,HAPPY,FINAL,Happy,,TREATS
2042,,FEELING,MENU,,FEELING,FEELING
2043,,SAD,FINAL,Sad,,FEELING
2044,,SAD,FINAL,Sad,,FEELING
2045,,SAD,FINAL,Sad,,FEELING
2046,,SAD,FINAL,Sad,,FEELING
2047,,SAD,FINAL,Sad,,FEELING
2048,,AFRAID,FINAL,Afraid,,FEELING
2049,,TREATS,MENU,,TREATS,TREATS
2050,,TREATS,MENU,,TREATS,TREATS
2051,,FEELING,MENU,,FEELING,FEELING
2052,,AFRAID,FINAL,Afraid,,FEELING
2053,,HAPPY,FINAL,Happy,,FEELING
2054,,HAPPY,FINAL,Happy,,FEELING
2055,,SAD,FINAL,Sad,,FEELING
2056,,HAPPY,FINAL,Happy,,FEELING
2057,,FEELING,MENU,,FEELING,FEELING
2058,,HOLIDAYS,MENU,,HOLIDAYS,HOLIDAYS
2224,,TO PLAY,MENU,,TO PLAY,TO PLAY
2225,,BOOK,MENU,,BOOK,BOOK
2226,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2227,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2228,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2229,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2230,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2231,,SEASONAL,MENU,,SEASONAL,SEASONAL
2232,,EASTER,FINAL,Easter,,SEASONAL
2233,,EASTER,FINAL,Easter,,SEASONAL
2234,,HALLOWEEN,FINAL,Halloween,,SEASONAL
2235,,EASTER,FINAL,Easter,,SEASONAL
2238,,TYPING,MENU,,TYPING,TYPING
2258,,TO PLAY,MENU,,TO PLAY,TO PLAY
2259,,BOOK,MENU,,BOOK,BOOK
2260,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2261,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2262,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2263,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2264,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2265,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2268,,TO PLAY,MENU,,TO PLAY,TO PLAY
2269,,BOOK,MENU,,BOOK,BOOK
2270,,POP-UP,FINAL,Pop-up,,BOOK
2271,,UNICORNS,FINAL,Unicorns,,BOOK
2274,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2275,,HOT,MENU,,HOT,HOT
2276,,I FEEL HOT,FINAL,I feel hot,,HOT
2277,,I FEEL HOT,FINAL,I feel hot,,HOT
2278,,HOT,MENU,,HOT,HOT
2279,,I FEEL HOT,FINAL,I feel hot,,HOT
2280,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
2281,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
2282,,I WANT TO FEEL HOT,FINAL,I want to feel hot,,HOT
2283,,HAPPY,FINAL,Happy,,HOT
2284,,MOM,FINAL,Mom,,HOT
2285,,TOUCH,FINAL,Touch,,HOT
2286,,TOUCH,FINAL,Touch,,HOT
2287,,TILLIE,FINAL,Tillie,,HOT
2288,,ELLIE,FINAL,Ellie,,HOT
2289,,ELLIE,FINAL,Ellie,,HOT
2290,,ELLIE,FINAL,Ellie,,HOT
2291,,MOM,FINAL,Mom,,HOT
2292,,TOUCH,FINAL,Touch,,HOT
2293,,TOUCH,FINAL,Touch,,HOT
2294,,ELLIE,FINAL,Ellie,,HOT
2296,,TOUCH,FINAL,Touch,,HOT
2297,,ELLIE,FINAL,Ellie,,HOT
2298,,ELLIE,FINAL,Ellie,,HOT
2299,,ELLIE,FINAL,Ellie,,HOT
2300,,TOUCH,FINAL,Touch,,HOT
2301,,MOM,FINAL,Mom,,HOT
2302,,MOM,FINAL,Mom,,HOT
2303,,ELLIE,FINAL,Ellie,,HOT
2304,,ELLIE,FINAL,Ellie,,HOT
2305,,TOUCH,FINAL,Touch,,HOT
2306,,TOUCH,FINAL,Touch,,HOT
2307,,MOM,FINAL,Mom,,HOT
2308,,MOM,FINAL,Mom,,HOT
2309,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2311,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2312,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
2313,,HOT,MENU,,HOT,HOT
2314,,I FEEL HOT,FINAL,I feel hot,,HOT
2315,,I FEEL HOT,FINAL,I feel hot,,HOT
2316,,I FEEL HOT,FINAL,I feel hot,,HOT
2317,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2318,,TYPING,MENU,,TYPING,TYPING
2380,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2382,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
2384,,FEELING,MENU,,FEELING,FEELING
2385,,HAPPY,FINAL,Happy,,FEELING
2386,,HAPPY,FINAL,Happy,,FEELING
2388,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
2389,,CAR RIDE,FINAL,Car ride,,SAY HELLO TO
2391,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2393,,TREATS,MENU,,TREATS,TREATS
2394,,MANGO,FINAL,Mango,,TREATS
2395,,SEED BALL,FINAL,Seed ball,,TREATS
2396,,SEED BALL,FINAL,Seed ball,,TREATS
2397,,NUTS,FINAL,Nuts,,TREATS
2398,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2399,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2400,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2401,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2406,,C,FINAL,C,,TREATS
2407,,H,FINAL,H,,TREATS
2408,,H,FINAL,H,,TREATS
2409,,S,FINAL,S,,TREATS
2410,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2412,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2413,,TYPING,MENU,,TYPING,TYPING
2434,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2435,,TYPING,MENU,,TYPING,TYPING
2507,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE
2508,,SEE,FINAL,See,,EXPERIENCE
2509,,SEE,FINAL,See,,EXPERIENCE
2510,,SEE,FINAL,See,,EXPERIENCE
2512,,HEAR,FINAL,Hear,,EXPERIENCE
2513,,TOUCH,FINAL,Touch,,EXPERIENCE
2515,,TO DRINK,MENU,,TO DRINK,TO DRINK
2516,,TEA,FINAL,Tea,,TO DRINK
2517,,TREATS,MENU,,TREATS,TREATS
2518,,NUTS,FINAL,Nuts,,TREATS
2519,,NUTS,FINAL,Nuts,,TREATS
2520,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2521,,NUTS,FINAL,Nuts,,TREATS
2522,,SEED BALL,FINAL,Seed ball,,TREATS
2524,,SEED BALL,FINAL,Seed ball,,TREATS
2526,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2527,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2529,,SEED BALL,FINAL,Seed ball,,TREATS
2530,,SEED BALL,FINAL,Seed ball,,TREATS
2531,,SEED BALL,FINAL,Seed ball,,TREATS
2532,,SEED BALL,FINAL,Seed ball,,TREATS
2533,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2534,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2535,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2536,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2537,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2538,,SEED BALL,FINAL,Seed ball,,TREATS
2539,,SEED BALL,FINAL,Seed ball,,TREATS
2541,,GAMES,MENU,,GAMES,GAMES
2542,,MUSIC,FINAL,Music,,GAMES
2547,,TREATS,MENU,,TREATS,TREATS
2548,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2549,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2550,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2551,,NUTS,FINAL,Nuts,,TREATS
2554,,SAY HELLO TO,MENU,,SAY HELLO TO,SAY HELLO TO
2556,,FEELING,MENU,,FEELING,FEELING
2557,,HAPPY,FINAL,Happy,,FEELING
2558,,HAPPY,FINAL,Happy,,FEELING
2559,,HAPPY,FINAL,Happy,,FEELING
2560,,HAPPY,FINAL,Happy,,FEELING
2561,,HAPPY,FINAL,Happy,,FEELING
2562,,TO PLAY,MENU,,TO PLAY,TO PLAY
2563,,BOOK,MENU,,BOOK,BOOK
2564,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2565,,POP UP,FINAL,Pop Up ,,BOOK
2566,,READING BOOK,MENU,,READING BOOK,READING BOOK
2567,,ONE WORD,FINAL,One word,,READING BOOK
2568,,SENTENCE BOOK,FINAL,Sentence book,,READING BOOK
2569,,ONE WORD,FINAL,One word,,READING BOOK
2570,,ONE WORD,FINAL,One word,,READING BOOK
2572,,FEELING,MENU,,FEELING,FEELING
2573,,NO LIKE,FINAL,No like,,FEELING
2574,,HAPPY,FINAL,Happy,,FEELING
2575,,HAPPY,FINAL,Happy,,FEELING
2576,,HAPPY,FINAL,Happy,,FEELING
2577,,HAPPY,FINAL,Happy,,FEELING
2578,,EXCITED,FINAL,Excited,,FEELING
2579,,SAD,FINAL,Sad,,FEELING
2580,,AFRAID,FINAL,Afraid,,FEELING
2581,,AFRAID,FINAL,Afraid,,FEELING
2582,,YUM,FINAL,Yum,,FEELING
2583,,HAPPY,FINAL,Happy,,FEELING
2584,,YUM,FINAL,Yum,,FEELING
2585,,HAPPY,FINAL,Happy,,FEELING
2586,,HAPPY,FINAL,Happy,,FEELING
2587,,MAD,FINAL,Mad,,FEELING
2588,,TO PLAY,MENU,,TO PLAY,TO PLAY
2589,,WRITING,FINAL,Writing,,TO PLAY
2590,,WRITING,FINAL,Writing,,TO PLAY
2591,,WRITING,FINAL,Writing,,TO PLAY
2592,,SNUGGLE,FINAL,Snuggle,,TO PLAY
2593,,SNUGGLE,FINAL,Snuggle,,TO PLAY
2594,,GAMES,FINAL,Games,,TO PLAY
2595,,DI,FINAL,DI,,TO PLAY
2596,,PLAY OUTSIDE,FINAL,Play outside,,TO PLAY
2597,,GAMES,FINAL,Games,,TO PLAY
2599,,MUSIC,MENU,,MUSIC,MUSIC
2600,,BACH & VIVALDI,FINAL,Bach & Vivaldi,,MUSIC
2601,,DANCE,FINAL,Dance,,MUSIC
2602,,DANCE,FINAL,Dance,,MUSIC
2603,,DANCE,FINAL,Dance,,MUSIC
2604,,FEELING,MENU,,FEELING,FEELING
2605,,EXCITED,FINAL,Excited,,FEELING
2606,,HAPPY,FINAL,Happy,,FEELING
2607,,PLAY OUTSIDE,FINAL,Play outside,,FEELING
2608,,GAMES,FINAL,Games,,FEELING
2609,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT
2610,,BALLOON POP,FINAL,Balloon pop,,TALK ABOUT
2611,,BALLOON POP,FINAL,Balloon pop,,TALK ABOUT
2613,,FEELING,MENU,,FEELING,FEELING
2614,,HAPPY,FINAL,Happy,,FEELING
2615,,HAPPY,FINAL,Happy,,FEELING
2701,,TO PLAY,MENU,,TO PLAY,TO PLAY
2726,,TREATS,MENU,,TREATS,TREATS
2727,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2730,,FEELING,MENU,,FEELING,FEELING
2731,,TEMP AND WEATHER,MENU,,TEMP AND WEATHER,TEMP AND WEATHER
2737,,TREATS,MENU,,TREATS,TREATS
2738,,NUTS,FINAL,Nuts,,TREATS
2739,,SEED BALL,FINAL,Seed ball,,TREATS
2740,,SEED BALL,FINAL,Seed ball,,TREATS
2741,,TO PLAY,MENU,,TO PLAY,TO PLAY
2742,,SNUGGLE,FINAL,Snuggle,,TO PLAY
2743,,SNUGGLE,FINAL,Snuggle,,TO PLAY
2745,,GAMES,MENU,,GAMES,GAMES
2746,,CONNECT THE DOTS,FINAL,Connect the dots,,GAMES
2748,,TREATS,MENU,,TREATS,TREATS
2749,,MANGO,FINAL,Mango,,TREATS
2750,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2751,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2752,,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,TREATS
2753,,EXPERIENCE,MENU,,EXPERIENCE,EXPERIENCE
2754,,TOUCH,FINAL,Touch,,EXPERIENCE
2755,,TOUCH,FINAL,Touch,,EXPERIENCE
2756,,TILLIE,FINAL,Tillie,,EXPERIENCE
2757,,SEE,FINAL,See,,EXPERIENCE
2758,,SEE,FINAL,See,,EXPERIENCE
2759,,TOUCH,FINAL,Touch,,EXPERIENCE
2760,,MOM,FINAL,Mom,,EXPERIENCE
2761,,TOUCH,FINAL,Touch,,EXPERIENCE
2762,,SEE,FINAL,See,,EXPERIENCE
2763,,TOUCH,FINAL,Touch,,EXPERIENCE
2764,,SEE,FINAL,See,,EXPERIENCE
2765,,HEAR,FINAL,Hear,,EXPERIENCE
2766,,TOUCH,FINAL,Touch,,EXPERIENCE
2767,,TOUCH,FINAL,Touch,,EXPERIENCE
2768,,TOUCH,FINAL,Touch,,EXPERIENCE
2769,,TOUCH,FINAL,Touch,,EXPERIENCE
2770,,MOM,FINAL,Mom,,EXPERIENCE
2771,,TOUCH,FINAL,Touch,,EXPERIENCE
2772,,TOUCH,FINAL,Touch,,EXPERIENCE
2773,,TOUCH,FINAL,Touch,,EXPERIENCE
2774,,TOUCH,FINAL,Touch,,EXPERIENCE
2775,,SMELL,FINAL,Smell,,EXPERIENCE
2776,,MOM,FINAL,Mom,,EXPERIENCE
2777,,TOUCH,FINAL,Touch,,EXPERIENCE
2778,,TOUCH,FINAL,Touch,,EXPERIENCE
2779,,TOUCH,FINAL,Touch,,EXPERIENCE
2780,,TOUCH,FINAL,Touch,,EXPERIENCE
2781,,SEE,FINAL,See,,EXPERIENCE
2782,,TOUCH,FINAL,Touch,,EXPERIENCE
2783,,TOUCH,FINAL,Touch,,EXPERIENCE
2784,,TOUCH,FINAL,Touch,,EXPERIENCE
2785,,SEE,FINAL,See,,EXPERIENCE
2786,,MOM,FINAL,Mom,,EXPERIENCE
2787,,TOUCH,FINAL,Touch,,EXPERIENCE
2788,,TOUCH,FINAL,Touch,,EXPERIENCE
2789,,TOUCH,FINAL,Touch,,EXPERIENCE
2790,,TOUCH,FINAL,Touch,,EXPERIENCE
2791,,TOUCH,FINAL,Touch,,EXPERIENCE
2792,,TASTE,FINAL,Taste,,EXPERIENCE
2793,,TOUCH,FINAL,Touch,,EXPERIENCE
2794,,TOUCH,FINAL,Touch,,EXPERIENCE
2795,,TOUCH,FINAL,Touch,,EXPERIENCE
2796,,TOUCH,FINAL,Touch,,EXPERIENCE
2797,,TOUCH,FINAL,Touch,,EXPERIENCE
2798,,SEE,FINAL,See,,EXPERIENCE
2799,,TOUCH,FINAL,Touch,,EXPERIENCE
2800,,TOUCH,FINAL,Touch,,EXPERIENCE
2801,,FEELING,MENU,,FEELING,FEELING
2802,,MAD,FINAL,Mad,,FEELING
2803,,HAPPY,FINAL,Happy,,FEELING
2804,,HAPPY,FINAL,Happy,,FEELING
2805,,HAPPY,FINAL,Happy,,FEELING
2806,,HAPPY,FINAL,Happy,,FEELING
2807,,HAPPY,FINAL,Happy,,FEELING
2808,,EXCITED,FINAL,Excited,,FEELING
2809,,HAPPY,FINAL,Happy,,FEELING
2810,,HAPPY,FINAL,Happy,,FEELING
2811,,HAPPY,FINAL,Happy,,FEELING
2812,,NO LIKE,FINAL,No like,,FEELING
2813,,HAPPY,FINAL,Happy,,FEELING
2814,,EXCITED,FINAL,Excited,,FEELING
2815,,HAPPY,FINAL,Happy,,FEELING
2816,,TO PLAY,MENU,,TO PLAY,TO PLAY
2817,,WRITING,FINAL,Writing,,TO PLAY
2818,,WRITING,FINAL,Writing,,TO PLAY
2819,,WRITING,FINAL,Writing,,TO PLAY
2820,,WRITING,FINAL,Writing,,TO PLAY
2834,,TO PLAY,MENU,,TO PLAY,TO PLAY
2835,,BOOK,MENU,,BOOK,BOOK
2836,,POP UP,FINAL,Pop Up,,BOOK
2837,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2838,,POP UP,FINAL,Pop Up,,BOOK
2839,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
2840,,TOUCH AND FEEL,FINAL,Touch and feel,,BOOK
