row_number,selection,source,word,menu,menu_ff
1830,BOOK,MENU,,Book,Book
1831,TOUCH AND FEEL,FINAL,Touch and feel,,Book
1832,TOUCH AND FEEL,FINAL,Touch and feel,,Book
1833,READING BOOK,FINAL,Reading book,,Book
1834,ONE WORD,FINAL,One word,,Book
1835,FANTASY,MENU,,Fantasy,Fantasy
1836,UNICORNS,FINAL,Unicorns,,Fantasy
1837,FAIRIES,FINAL,Fairies,,Fantasy
1838,DRAGON,FINAL,Dragon,,Fantasy
1839,UNICORNS,FINAL,Unicorns,,Fantasy
1840,UNICORNS,FINAL,Unicorns,,Fantasy
1841,UNICORNS,FINAL,Unicorns,,Fantasy
1842,UNICORNS,FINAL,Unicorns,,Fantasy
1843,FEELING,MENU,,Feeling,Feeling
1844,HAPPY,FINAL,Happy,,Feeling
1845,HAPPY,FINAL,Happy,,Feeling
1846,TO PLAY,MENU,,To play,To play
1847,SNUGGLE,FINAL,Snuggle,,To play
1848,SNUGGLE,FINAL,Snuggle,,To play
1849,SNUGGLE,FINAL,Snuggle,,To play
1850,SNUGGLE,FINAL,Snuggle,,To play
1851,SNUGGLE,FINAL,Snuggle,,To play
1852,SNUGGLE,FINAL,Snuggle,,To play
1853,TALK ABOUT,MENU,,Talk about,Talk about
1854,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
1855,EXPERIENCE,MENU,,Experience,Experience
1856,TOUCH,FINAL,Touch,,Experience
1857,TOUCH,FINAL,Touch,,Experience
1858,MOM,FINAL,Mom,,Experience
1859,MOM,FINAL,Mom,,Experience
1860,TOUCH,FINAL,Touch,,Experience
1861,MOM,FINAL,Mom,,Experience
1862,TOUCH,FINAL,Touch,,Experience
1863,MOM,FINAL,Mom,,Experience
1864,TOUCH,FINAL,Touch,,Experience
1865,TO PLAY,MENU,,To play,To play
1866,SNUGGLE,FINAL,Snuggle,,To play
1867,SAY HELLO TO,MENU,,Say hello to,Say hello to
1868,TO PLAY,MENU,,To play,To play
1869,SNUGGLE,FINAL,Snuggle,,To play
1870,SAY HELLO TO,MENU,,Say hello to,Say hello to
1871,MOM,FINAL,Mom,,Say hello to
1872,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
1873,WARM,MENU,,Warm,Warm
1874,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
1875,TO PLAY,MENU,,To play,To play
1876,WRITING,FINAL,Writing,,To play
1877,WRITING,FINAL,Writing,,To play
1878,WRITING,FINAL,Writing,,To play
1879,SNUGGLE,FINAL,Snuggle,,To play
1880,BOOK,FINAL,Book,,To play
1881,TOUCH AND FEEL,FINAL,Touch and feel,,To play
1882,SNUGGLE,FINAL,Snuggle,,To play
1883,TO EAT,MENU,,To eat,To eat
1884,A TOAST,FINAL,A toast,,To eat
1885,EGGS,FINAL,Eggs,,To eat
1886,EGGS,FINAL,Eggs,,To eat
1887,SPAGHETTI,FINAL,Spaghetti,,To eat
1888,EGGS,FINAL,Eggs,,To eat
1889,EGGS,FINAL,Eggs,,To eat
1890,A TOAST,FINAL,A toast,,To eat
1891,CHOP,FINAL,Chop,,To eat
1892,CHOP,FINAL,Chop,,To eat
1893,EGGS,FINAL,Eggs,,To eat
1894,EGGS,FINAL,Eggs,,To eat
1895,EGGS,FINAL,Eggs,,To eat
1896,EGGS,FINAL,Eggs,,To eat
1897,A TOAST,FINAL,A toast,,To eat
1898,A TOAST,FINAL,A toast,,To eat
1899,GAMES,MENU,,Games,Games
1900,MUSIC,FINAL,Music,,Games
1901,BABY UNICORN,FINAL,Baby Unicorn,,Games
1902,TRACING,FINAL,Tracing,,Games
1903,TRACING,FINAL,Tracing,,Games
1904,BABY UNICORN,FINAL,Baby Unicorn,,Games
1905,BALLOON POP,FINAL,Balloon pop,,Games
1906,FEELING,MENU,,Feeling,Feeling
1907,HAPPY,FINAL,Happy,,Feeling
1908,HAPPY,FINAL,Happy,,Feeling
1909,TO PLAY,MENU,,To play,To play
1910,GAMES,FINAL,Games,,To play
1911,CARDS,FINAL,Cards,,To play
1912,WRITING,FINAL,Writing,,To play
1913,WRITING,FINAL,Writing,,To play
1914,WRITING,FINAL,Writing,,To play
1915,WRITING,FINAL,Writing,,To play
1916,TREATS,MENU,,Treats,Treats
1917,SEED BALL,FINAL,Seed ball,,Treats
1918,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1919,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1920,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1921,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1922,NUTS,FINAL,Nuts,,Treats
1923,NUTS,FINAL,Nuts,,Treats
1924,NUTS,FINAL,Nuts,,Treats
1925,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1926,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1927,NUTS,FINAL,Nuts,,Treats
1928,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1929,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1930,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1931,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1932,TREATS,MENU,,Treats,Treats
1933,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1934,SEED BALL,FINAL,Seed ball,,Treats
1935,TREATS,MENU,,Treats,Treats
1936,NUTS,FINAL,Nuts,,Treats
1937,GAMES,MENU,,Games,Games
1938,COLORING,FINAL,Coloring,,Games
1939,COLORING,FINAL,Coloring,,Games
1940,OUTSIDE WALK,FINAL,Outside walk,,Games
1941,EXPERIENCE,MENU,,Experience,Experience
1942,TOUCH,FINAL,Touch,,Experience
1943,MOM,FINAL,Mom,,Experience
1944,TOUCH,FINAL,Touch,,Experience
1945,MOM,FINAL,Mom,,Experience
1946,MOM,FINAL,Mom,,Experience
1947,MOM,FINAL,Mom,,Experience
1948,ISABELLE,FINAL,Isabelle,,Experience
1949,ISABELLE,FINAL,Isabelle,,Experience
1950,ISABELLE,FINAL,Isabelle,,Experience
1951,TREATS,MENU,,Treats,Treats
1952,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1953,NUTS,FINAL,Nuts,,Treats
1954,SEED BALL,FINAL,Seed ball,,Treats
1955,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1956,ALMOND,FINAL,Almond,,Treats
1957,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
1958,NUTS,FINAL,Nuts,,Treats
1959,TO PLAY,MENU,,To play,To play
1960,BOOK,MENU,,Book,Book
1961,POP UP,FINAL,Pop Up,,Book
1962,TOUCH AND FEEL,FINAL,Touch and feel,,Book
1963,MUSIC,MENU,,Music,Music
1964,OLDIES,FINAL,Oldies,,Music
1965,DANCE,FINAL,Dance,,Music
1966,PIANO,FINAL,Piano,,Music
1967,OLDIES,FINAL,Oldies,,Music
1968,DANCE,FINAL,Dance,,Music
1969,OLDIES,FINAL,Oldies,,Music
1970,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
1971,TALK ABOUT,MENU,,Talk about,Talk about
1972,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
1973,HOT,MENU,,Hot,Hot
1974,EXPERIENCE,MENU,,Experience,Experience
1975,TOUCH,FINAL,Touch,,Experience
1976,TOUCH,FINAL,Touch,,Experience
1977,ISABELLE,FINAL,Isabelle,,Experience
1978,TALK ABOUT,MENU,,Talk about,Talk about
1979,MATH,FINAL,Math,,Talk about
1980,MATH,FINAL,Math,,Talk about
1981,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
1982,TO PLAY,MENU,,To play,To play
1983,BOOK,MENU,,Book,Book
1984,READING BOOK,MENU,,Reading book,Reading book
1985,TREATS,MENU,,Treats,Treats
1986,MEDICINE,FINAL,Medicine,,Treats
1987,MANGO,FINAL,Mango,,Treats
1988,NUTS,FINAL,Nuts,,Treats
1989,MEDICINE,FINAL,Medicine,,Treats
1990,MEDICINE,FINAL,Medicine,,Treats
1991,MEDICINE,FINAL,Medicine,,Treats
1992,TREATS,MENU,,Treats,Treats
1993,NUTS,FINAL,Nuts,,Treats
1994,NUTS,FINAL,Nuts,,Treats
1995,SEED BALL,FINAL,Seed ball,,Treats
1996,NUTS,FINAL,Nuts,,Treats
1997,NUTS,FINAL,Nuts,,Treats
1998,TREATS,MENU,,Treats,Treats
1999,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2000,FEELING,MENU,,Feeling,Feeling
2001,HAPPY,FINAL,Happy,,Feeling
2002,EXCITED,FINAL,Excited,,Feeling
2003,HAPPY,FINAL,Happy,,Feeling
2004,HAPPY,FINAL,Happy,,Feeling
2005,EXCITED,FINAL,Excited,,Feeling
2006,HAPPY,FINAL,Happy,,Feeling
2007,EXCITED,FINAL,Excited,,Feeling
2008,TO PLAY,MENU,,To play,To play
2009,GAMES,FINAL,Games,,To play
2010,GAMES,FINAL,Games,,To play
2011,GAMES,FINAL,Games,,To play
2012,GAMES,FINAL,Games,,To play
2013,TRACING,FINAL,Tracing,,To play
2014,TREATS,MENU,,Treats,Treats
2015,FEELING,MENU,,Feeling,Feeling
2016,HAPPY,FINAL,Happy,,Feeling
2017,TO EAT,MENU,,To eat,To eat
2018,COOK BREAKFAST,FINAL,Cook breakfast,,To eat
2019,HAPPY,FINAL,Happy,,To eat
2020,TALK ABOUT,MENU,,Talk about,Talk about
2021,TEMP AND WEATHER,FINAL,Temp and weather,,Talk about
2022,WARM,MENU,,Warm,Warm
2023,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
2024,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
2025,WARM,MENU,,Warm,Warm
2026,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
2027,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
2028,I FEEL WARM,FINAL,I feel warm,,Warm
2029,I FEEL WARM,FINAL,I feel warm,,Warm
2030,ISABELLE,FINAL,Isabelle,,Warm
2031,TILLIE,FINAL,Tillie,,Warm
2032,ELLIE,FINAL,Ellie,,Warm
2033,ISABELLE,FINAL,Isabelle,,Warm
2034,ISABELLE,FINAL,Isabelle,,Warm
2035,ISABELLE,FINAL,Isabelle,,Warm
2036,TILLIE,FINAL,Tillie,,Warm
2037,TILLIE,FINAL,Tillie,,Warm
2038,MOM,FINAL,Mom,,Warm
2039,ELLIE,FINAL,Ellie,,Warm
2040,EXPERIENCE,MENU,,Experience,Experience
2041,GAMES,MENU,,Games,Games
2042,TRACING,FINAL,Tracing,,Games
2043,TRACING,FINAL,Tracing,,Games
2044,TRACING,FINAL,Tracing,,Games
2045,TREATS,MENU,,Treats,Treats
2046,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2047,FEELING,MENU,,Feeling,Feeling
2048,CARTOONS,MENU,,Cartoons,Cartoons
2049,CLOUDBABIES,FINAL,Cloudbabies,,Cartoons
2050,CLOUDBABIES,FINAL,Cloudbabies,,Cartoons
2051,TREATS,MENU,,Treats,Treats
2052,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2053,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2054,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2055,TREATS,MENU,,Treats,Treats
2056,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2057,TREATS,MENU,,Treats,Treats
2058,TREATS,MENU,,Treats,Treats
2059,CARTOONS,MENU,,Cartoons,Cartoons
2060,CLOUDBABIES,FINAL,Cloudbabies,,Cartoons
2061,CLOUDBABIES,FINAL,Cloudbabies,,Cartoons
2062,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2063,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2064,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2065,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2066,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2067,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2068,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2069,ALMOND,FINAL,Almond,,Cartoons
2070,ALMOND,FINAL,Almond,,Cartoons
2071,ALMOND,FINAL,Almond,,Cartoons
2072,ALMOND,FINAL,Almond,,Cartoons
2073,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2074,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2075,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2076,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Cartoons
2077,ALMOND,FINAL,Almond,,Cartoons
2078,ALMOND,FINAL,Almond,,Cartoons
2079,ALMOND,FINAL,Almond,,Cartoons
2080,TREATS,MENU,,Treats,Treats
2081,ALMOND,FINAL,Almond,,Treats
2082,TO DRINK,MENU,,To drink,To drink
2083,WATER,FINAL,Water,,To drink
2084,TALK ABOUT,MENU,,Talk about,Talk about
2085,TREATS,MENU,,Treats,Treats
2086,TREATS,MENU,,Treats,Treats
2087,TREATS,MENU,,Treats,Treats
2088,MANGO,FINAL,Mango,,Treats
2089,HAPPY,MENU,,Happy,Happy
2090,HAPPY,MENU,,Happy,Happy
2091,TALK ABOUT,MENU,,Talk about,Talk about
2092,TALK ABOUT,MENU,,Talk about,Talk about
2093,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
2094,HOT,MENU,,Hot,Hot
2095,I FEEL HOT,FINAL,I feel hot,,Hot
2096,I FEEL HOT,FINAL,I feel hot,,Hot
2097,I FEEL HOT,FINAL,I feel hot,,Hot
2098,I FEEL HOT,FINAL,I feel hot,,Hot
2099,COOL,MENU,,Cool,Cool
2100,COOL INSIDE,FINAL,Cool inside,,Cool
2101,I FEEL COOL,FINAL,I feel cool,,Cool
2102,I FEEL COOL,FINAL,I feel cool,,Cool
2103,I FEEL COOL,FINAL,I feel cool,,Cool
2104,HOT,MENU,,Hot,Hot
2105,I FEEL HOT,FINAL,I feel hot,,Hot
2106,I FEEL HOT,FINAL,I feel hot,,Hot
2107,I FEEL HOT,FINAL,I feel hot,,Hot
2108,I FEEL HOT,FINAL,I feel hot,,Hot
2109,HOT,MENU,,Hot,Hot
2110,I FEEL HOT,FINAL,I feel hot,,Hot
2111,I FEEL HOT,FINAL,I feel hot,,Hot
2112,I FEEL HOT,FINAL,I feel hot,,Hot
2113,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
2114,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
2115,HOT,MENU,,Hot,Hot
2116,I FEEL HOT,FINAL,I feel hot,,Hot
2117,WARM,MENU,,Warm,Warm
2118,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
2119,I FEEL WARM,FINAL,I feel warm,,Warm
2120,I FEEL WARM,FINAL,I feel warm,,Warm
2121,I FEEL WARM,FINAL,I feel warm,,Warm
2122,TALK ABOUT,MENU,,Talk about,Talk about
2123,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
2124,HOT,MENU,,Hot,Hot
2125,I FEEL HOT,FINAL,I feel hot,,Hot
2126,HOT,MENU,,Hot,Hot
2127,I FEEL HOT,FINAL,I feel hot,,Hot
2128,I FEEL HOT,FINAL,I feel hot,,Hot
2129,I FEEL HOT,FINAL,I feel hot,,Hot
2130,I FEEL HOT,FINAL,I feel hot,,Hot
2131,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
2132,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
2133,EXPERIENCE,MENU,,Experience,Experience
2134,TOUCH,FINAL,Touch,,Experience
2135,TOUCH,FINAL,Touch,,Experience
2136,READ,FINAL,Read,,Experience
2137,TOUCH,FINAL,Touch,,Experience
2138,TOUCH,FINAL,Touch,,Experience
2139,TOUCH,FINAL,Touch,,Experience
2140,TOUCH,FINAL,Touch,,Experience
2141,ISABELLE,FINAL,Isabelle,,Experience
2142,ISABELLE,FINAL,Isabelle,,Experience
2143,TILLIE,FINAL,Tillie,,Experience
2144,TILLIE,FINAL,Tillie,,Experience
2145,TILLIE,FINAL,Tillie,,Experience
2146,READ,FINAL,Read,,Experience
2147,READ,FINAL,Read,,Experience
2148,ISABELLE,FINAL,Isabelle,,Experience
2149,READ,FINAL,Read,,Experience
2150,TILLIE,FINAL,Tillie,,Experience
2151,TILLIE,FINAL,Tillie,,Experience
2152,READ,FINAL,Read,,Experience
2153,READ,FINAL,Read,,Experience
2154,READ,FINAL,Read,,Experience
2155,TOUCH AND FEEL,FINAL,Touch and feel,,Experience
2156,TOUCH AND FEEL,FINAL,Touch and feel,,Experience
2157,THEME,MENU,,Theme,Theme
2158,FANTASY,MENU,,Fantasy,Fantasy
2159,UNICORNS,FINAL,Unicorns,,Fantasy
2160,UNICORNS,FINAL,Unicorns,,Fantasy
2161,TREATS,MENU,,Treats,Treats
2162,NUTS,FINAL,Nuts,,Treats
2163,NUTS,FINAL,Nuts,,Treats
2164,NUTS,FINAL,Nuts,,Treats
2165,TREATS,MENU,,Treats,Treats
2166,TREATS,MENU,,Treats,Treats
2167,TO PLAY,MENU,,To play,To play
2168,BOOK,MENU,,Book,Book
2169,READING BOOK,MENU,,Reading book,Reading book
2170,SENTENCE BOOK,FINAL,Sentence book,,Reading book
2171,FEELING,MENU,,Feeling,Feeling
2172,YUM,FINAL,Yum,,Feeling
2173,HAPPY,FINAL,Happy,,Feeling
2174,HAPPY,FINAL,Happy,,Feeling
2175,HAPPY,FINAL,Happy,,Feeling
2176,HAPPY,FINAL,Happy,,Feeling
2177,HAPPY,FINAL,Happy,,Feeling
2178,HAPPY,FINAL,Happy,,Feeling
2179,HAPPY,FINAL,Happy,,Feeling
2180,HAPPY,FINAL,Happy,,Feeling
2181,HAPPY,FINAL,Happy,,Feeling
2182,HAPPY,FINAL,Happy,,Feeling
2183,FEELING,MENU,,Feeling,Feeling
2184,YUM,FINAL,Yum,,Feeling
2185,HAPPY,FINAL,Happy,,Feeling
2186,FEELING,MENU,,Feeling,Feeling
2187,EXCITED,FINAL,Excited,,Feeling
2188,HAPPY,FINAL,Happy,,Feeling
2189,TOUCH,FINAL,Touch,,Feeling
2190,TOUCH,FINAL,Touch,,Feeling
2191,TOUCH,FINAL,Touch,,Feeling
2192,MOM,FINAL,Mom,,Feeling
2193,MOM,FINAL,Mom,,Feeling
2194,MOM,FINAL,Mom,,Feeling
2195,TOUCH,FINAL,Touch,,Feeling
2196,TOUCH,FINAL,Touch,,Feeling
2197,MOM,FINAL,Mom,,Feeling
2198,FEELING,MENU,,Feeling,Feeling
2199,YUM,FINAL,Yum,,Feeling
2200,HAPPY,FINAL,Happy,,Feeling
2201,HAPPY,FINAL,Happy,,Feeling
2202,HAPPY,FINAL,Happy,,Feeling
2203,GAMES,MENU,,Games,Games
2204,BALLOON POP,FINAL,Balloon pop,,Games
2205,FEELING,MENU,,Feeling,Feeling
2206,HAPPY,FINAL,Happy,,Feeling
2207,HAPPY,FINAL,Happy,,Feeling
2208,FEELING,MENU,,Feeling,Feeling
2209,YUM,FINAL,Yum,,Feeling
2210,HAPPY,FINAL,Happy,,Feeling
2211,FEELING,MENU,,Feeling,Feeling
2212,EXCITED,FINAL,Excited,,Feeling
2213,HAPPY,FINAL,Happy,,Feeling
2214,HAPPY,FINAL,Happy,,Feeling
2215,HAPPY,FINAL,Happy,,Feeling
2216,FEELING,MENU,,Feeling,Feeling
2217,HAPPY,FINAL,Happy,,Feeling
2218,FEELING,MENU,,Feeling,Feeling
2219,YUM,FINAL,Yum,,Feeling
2220,SEE,FINAL,See,,Feeling
2221,TOUCH,FINAL,Touch,,Feeling
2222,TOUCH,FINAL,Touch,,Feeling
2223,TOUCH,FINAL,Touch,,Feeling
2224,TOUCH,FINAL,Touch,,Feeling
2225,TOUCH,FINAL,Touch,,Feeling
2226,SEE,FINAL,See,,Feeling
2227,TOUCH,FINAL,Touch,,Feeling
2228,READ,FINAL,Read,,Feeling
2229,SEE,FINAL,See,,Feeling
2230,TOUCH,FINAL,Touch,,Feeling
2231,TOUCH,FINAL,Touch,,Feeling
2232,TOUCH,FINAL,Touch,,Feeling
2233,READ,FINAL,Read,,Feeling
2234,FEELING,MENU,,Feeling,Feeling
2235,YUM,FINAL,Yum,,Feeling
2236,HAPPY,FINAL,Happy,,Feeling
2237,HAPPY,FINAL,Happy,,Feeling
2238,FEELING,MENU,,Feeling,Feeling
2239,YUM,FINAL,Yum,,Feeling
2240,EXPERIENCE,MENU,,Experience,Experience
2241,MOM,FINAL,Mom,,Experience
2242,TOUCH,FINAL,Touch,,Experience
2243,ELLIE,FINAL,Ellie,,Experience
2244,ELLIE,FINAL,Ellie,,Experience
2245,TO PLAY,MENU,,To play,To play
2246,BOOK,MENU,,Book,Book
2247,OUTSIDE WALK,FINAL,Outside walk,,Book
2248,OUTSIDE WALK,FINAL,Outside walk,,Book
2249,OUTSIDE WALK,FINAL,Outside walk,,Book
2250,FEELING,MENU,,Feeling,Feeling
2251,YUM,FINAL,Yum,,Feeling
2252,FEELING,MENU,,Feeling,Feeling
2253,HAPPY,FINAL,Happy,,Feeling
2254,LIKE,FINAL,Like,,Feeling
2255,HAPPY,FINAL,Happy,,Feeling
2256,EWW,FINAL,Eww,,Feeling
2257,EWW,FINAL,Eww,,Feeling
2258,AFRAID,FINAL,Afraid,,Feeling
2259,AFRAID,FINAL,Afraid,,Feeling
2260,AFRAID,FINAL,Afraid,,Feeling
2261,YUM,FINAL,Yum,,Feeling
2262,HAPPY,FINAL,Happy,,Feeling
2263,HAPPY,FINAL,Happy, , 
2264,HAPPY,FINAL,Happy,, 
2265,HAPPY,FINAL,Happy,, 
2266,HAPPY,FINAL,Happy,, 
2267,HAPPY,FINAL,Happy,, 
2268,HAPPY,FINAL,Happy,, 
2269,HAPPY,FINAL,Happy,, 
2270,HAPPY,FINAL,Happy,, 
2271,HAPPY,FINAL,Happy,, 
2272,TO PLAY,MENU,,To play,To play
2273,WRITING,FINAL,Writing,,To play
2274,WRITING,FINAL,Writing,,To play
2275,BOOK,FINAL,Book,,To play
2276,POP-UP,FINAL,Pop-up,,To play
2277,FANTASY,MENU,,Fantasy,Fantasy
2278,UNICORNS,FINAL,Unicorns,,Fantasy
2279,DRAGONS,FINAL,Dragons,,Fantasy
2280,DRAGONS,FINAL,Dragons,,Fantasy
2281,DRAGONS,FINAL,Dragons,,Fantasy
2282,DRAGONS,FINAL,Dragons,,Fantasy
2283,TREATS,MENU,,Treats,Treats
2284,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2285,TREATS,MENU,,Treats,Treats
2286,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2287,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2288,TREATS,MENU,,Treats,Treats
2289,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2290,TREATS,MENU,,Treats,Treats
2291,FEELING,MENU,,Feeling,Feeling
2292,HAPPY,FINAL,Happy,,Feeling
2293,HAPPY,FINAL,Happy,,Feeling
2294,HAPPY,FINAL,Happy,,Feeling
2295,HAPPY,FINAL,Happy,,Feeling
2296,FEELING,MENU,,Feeling,Feeling
2297,HAPPY,FINAL,Happy,,Feeling
2298,TO PLAY,MENU,,To play,To play
2299,BOOK,MENU,,Book,Book
2300,TOUCH AND FEEL,FINAL,Touch and feel,,Book
2301,TOUCH AND FEEL,FINAL,Touch and feel,,Book
2302,TOUCH AND FEEL,FINAL,Touch and feel,,Book
2303,TOUCH AND FEEL,FINAL,Touch and feel,,Book
2304,FEELING,MENU,,Feeling,Feeling
2305,EXCITED,FINAL,Excited,,Feeling
2306,HAPPY,FINAL,Happy,,Feeling
2307,FEELING,MENU,,Feeling,Feeling
2308,YUM,FINAL,Yum,,Feeling
2309,FEELING,MENU,,Feeling,Feeling
2310,YUM,FINAL,Yum,,Feeling
2311,HAPPY,FINAL,Happy,,Feeling
2312,FEELING,MENU,,Feeling,Feeling
2313,YUM,FINAL,Yum,,Feeling
2314,YUM,FINAL,Yum,,Feeling
2315,HAPPY,FINAL,Happy,,Feeling
2316,HAPPY,FINAL,Happy,,Feeling
2317,TALK ABOUT,MENU,,Talk about,Talk about
2318,FEELING,MENU,,Feeling,Feeling
2319,HAPPY,FINAL,Happy,,Feeling
2320,EXCITED,FINAL,Excited,,Feeling
2321,FEELING,MENU,,Feeling,Feeling
2322,HAPPY,FINAL,Happy,,Feeling
2323,FEELING,MENU,,Feeling,Feeling
2324,EXCITED,FINAL,Excited,,Feeling
2325,EXCITED,FINAL,Excited,,Feeling
2326,FEELING,MENU,,Feeling,Feeling
2327,AFRAID,FINAL,Afraid,,Feeling
2328,EWW,FINAL,Eww,,Feeling
2329,HAPPY,FINAL,Happy,,Feeling
2330,AFRAID,FINAL,Afraid,,Feeling
2331,AFRAID,FINAL,Afraid,,Feeling
2332,LIKE,FINAL,Like,,Feeling
2333,HAPPY,FINAL,Happy,,Feeling
2334,FEELING,MENU,,Feeling,Feeling
2335,SAD,FINAL,Sad,,Feeling
2336,SAD,FINAL,Sad,,Feeling
2337,SAD,FINAL,Sad,,Feeling
2338,AFRAID,FINAL,Afraid,,Feeling
2339,AFRAID,FINAL,Afraid,,Feeling
2340,AFRAID,FINAL,Afraid,,Feeling
2341,TREATS,MENU,,Treats,Treats
2342,SUNFLOWER SEEDS,FINAL,Sunflower seeds, , 
2343,SUNFLOWER SEEDS,FINAL,Sunflower seeds,, 
2344,TREATS,MENU,,Treats,Treats
2345,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2346,TALK ABOUT,MENU,,Talk about,Talk about
2347,FANTASY,MENU,,Fantasy,Fantasy
2348,UNICORN,FINAL,Unicorn,,Fantasy
2349,UNICORN,FINAL,Unicorn,,Fantasy
2350,UNICORN,FINAL,Unicorn,,Fantasy
2351,DRAGON,FINAL,Dragon,,Fantasy
2352,FEELING,MENU,,Feeling,Feeling
2353,YUM,FINAL,Yum,,Feeling
2354,YUM,FINAL,Yum,,Feeling
2355,YUM,FINAL,Yum,,Feeling
2356,FEELING,MENU,,Feeling,Feeling
2357,YUM,FINAL,Yum,,Feeling
2358,HAPPY,FINAL,Happy,,Feeling
2359,TALK ABOUT,MENU,,Talk about,Talk about
2360,TALK ABOUT,MENU,,Talk about,Talk about
2361,TYPING,MENU,,Typing,Typing
2362,MUSIC,MENU,,Music,Music
2363,DANCE,FINAL,Dance,,Music
2364,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2365,OLDIES,FINAL,Oldies,,Music
2366,OLDIES,FINAL,Oldies,,Music
2367,OLDIES,FINAL,Oldies,,Music
2368,PIANO,FINAL,Piano,,Music
2369,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2370,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2371,DANCE,FINAL,Dance,,Music
2372,OLDIES,FINAL,Oldies,,Music
2373,PIANO,FINAL,Piano,,Music
2374,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2375,DANCE,FINAL,Dance,,Music
2376,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2377,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2378,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2379,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2380,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2381,DANCE,FINAL,Dance,,Music
2382,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2383,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2384,FEELING,MENU,,Feeling,Feeling
2385,EXCITED,FINAL,Excited,,Feeling
