Line Number,Location path code,selection,source,word,menu,menu_ff,full_pattern,menu_pattern,button,menu_title,is_menu,menu_multiplicity,multiplicity,is_match,match_type
876,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
877,,HEAR,FINAL,Hear,,EXPERIENCE,CF,C,F,EXPERIENCE,false,,1,true,UNIQUE_MATCH
878,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
881,,TILLIE,FINAL,Tillie,,EXPERIENCE,,,,,,,,false,
882,,ISABELLE,FINAL,Isabelle,,EXPERIENCE,,,,,,,,false,
883,,HEAR,FINAL,Hear,,EXPERIENCE,CF,C,F,EXPERIENCE,false,,1,true,UNIQUE_MATCH
884,,SMELL,FINAL,Smell,,EXPERIENCE,CL,C,L,EXPERIENCE,false,,1,true,UNIQUE_MATCH
885,,SEE,FINAL,See ,,EXPERIENCE,CE,C,E,EXPERIENCE,false,,1,true,UNIQUE_MATCH
886,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
887,,MOM,FINAL,Mom,,EXPERIENCE,,,,,,,,false,
888,,TOUCH,FINAL,Touch,,EXPERIENCE,CD,C,D,EXPERIENCE,false,,1,true,UNIQUE_MATCH
890,,PLACES,MENU,,PLACES,PLACES,B,"",B,MAIN MENU,true,1,1,true,UNIQUE_MATCH
891,,MOVEMENT,MENU,,MOVEMENT,MOVEMENT,IC,I,C,DESCRIPTIONS AND PREFERENCES,true,1,1,true,UNIQUE_MATCH
892,,SLOW,FINAL,Slow,,MOVEMENT,,,,,,,,false,
893,,SLOW,FINAL,Slow,,MOVEMENT,,,,,,,,false,
894,,WALK,FINAL,Walk,,MOVEMENT,ICH,IC,H,MOVEMENT,false,,1,true,UNIQUE_MATCH
895,,SIT,FINAL,Sit,,MOVEMENT,ICG,IC,G,MOVEMENT,false,,1,true,UNIQUE_MATCH
896,,MOM,FINAL,Mom,,MOVEMENT,,,,,,,,false,
897,,MOM,FINAL,Mom,,MOVEMENT,,,,,,,,false,
898,,MOM,FINAL,Mom,,MOVEMENT,,,,,,,,false,
899,,SIT,FINAL,Sit,,MOVEMENT,ICG,IC,G,MOVEMENT,false,,1,true,UNIQUE_MATCH
900,,RUN,FINAL,Run,,MOVEMENT,ICB,IC,B,MOVEMENT,false,,1,true,UNIQUE_MATCH
902,,MEMORY AND TIME,MENU,,MEMORY AND TIME,MEMORY AND TIME,H,"",H,MAIN MENU,true,1,1,true,UNIQUE_MATCH
903,,FUTURE,FINAL,Future,,MEMORY AND TIME,,,,,,,,false,
904,,FUTURE,FINAL,Future,,MEMORY AND TIME,,,,,,,,false,
905,,SAD,FINAL,Sad,,MEMORY AND TIME,,,,,,,,false,
906,,YESTERDAY,FINAL,Yesterday,,MEMORY AND TIME,HBC,HB,C,TIME,false,,1,true,UNIQUE_MATCH
908,,PAST,FINAL,Past,,MEMORY AND TIME,,,,,,,,false,
909,,PAST,FINAL,Past,,MEMORY AND TIME,,,,,,,,false,
910,,LOOK AT PICTURES,FINAL,Look at pictures,,MEMORY AND TIME,,,,,,,,false,
911,,TOMORROW,FINAL,Tomorrow,,MEMORY AND TIME,HBE,HB,E,TIME,false,,1,true,UNIQUE_MATCH
912,,HAPPY,FINAL,Happy,,MEMORY AND TIME,,,,,,,,false,
913,,FUTURE,FINAL,Future,,MEMORY AND TIME,,,,,,,,false,
915,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
916,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
917,,EXCITED,FINAL,Excited,,FEELINGS,,,,,,,,false,
918,,I FEEL EXCITED,FINAL,I feel excited,,FEELINGS,JECB,JEC,B,EXCITED,false,,1,true,UNIQUE_MATCH
920,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
921,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
922,,EXCITED,MENU,,EXCITED,EXCITED,JEC,JE,C,FEELING,true,1,1,true,UNIQUE_MATCH
923,,I WANT TO FEEL EXCITED,FINAL,I want to feel excited,,EXCITED,JECD,JEC,D,EXCITED,false,,1,true,UNIQUE_MATCH
924,,LIKE,FINAL,Like,,EXCITED,,,,,,,,false,
925,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
926,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
927,,MAD,FINAL,Mad,,FEELINGS,JCP,JC,P,TEMPERATURE,false,,1,true,UNIQUE_MATCH
928,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
929,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
930,,WING,FINAL,Wing,,BODY,JDE,JD,E,BODY,false,,1,true,UNIQUE_MATCH
931,,BODY,FINAL,Body,,BODY,,,,,,,,false,
932,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
933,,BACK,FINAL,Back,,BODY,,,,,,,,false,
934,,BACK,FINAL,Back,,BODY,,,,,,,,false,
935,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
936,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,true,UNIQUE_MATCH
937,,SNUGGLE,FINAL,Snuggle,,TO PLAY,,,,,,,,false,
938,,SNUGGLE,FINAL,Snuggle,,TO PLAY,,,,,,,,false,
939,,TRACING AND WRITING,FINAL,Tracing and Writing,,TO PLAY,,,,,,,,false,
941,,CHRISTMAS MUSIC,FINAL,Christmas music,,TO PLAY,ADCEH,ADCE,H,CHRISTMAS,false,,1,true,UNIQUE_MATCH
942,,LIKE,FINAL,Like,,TO PLAY,,,,,,,,false,
943,,GAMES,FINAL,Games,,TO PLAY,,,,,,,,false,
945,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
946,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
947,,HAPPY,MENU,,HAPPY,HAPPY,JEB,JE,B,FEELING,true,1,1,true,UNIQUE_MATCH
948,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY,JEBD,JEB,D,HAPPY,false,,1,true,UNIQUE_MATCH
949,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY,JEBD,JEB,D,HAPPY,false,,1,true,UNIQUE_MATCH
950,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
951,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
952,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
953,,I FEEL HAPPY,FINAL,I feel happy,,HAPPY,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
954,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,HAPPY,JEBD,JEB,D,HAPPY,false,,1,true,UNIQUE_MATCH
956,,TALK ABOUT,MENU,,TALK ABOUT,TALK ABOUT,A,"",A,MAIN MENU,true,1,1,true,UNIQUE_MATCH
957,,SEASONAL,FINAL,Seasonal,,TALK ABOUT,,,,,,,,false,
958,,HOLIDAYS,FINAL,Holidays,,TALK ABOUT,,,,,,,,false,
959,,CHRISTMAS,FINAL,Christmas,,TALK ABOUT,,,,,,,,false,
960,,CHRISTMAS MUSIC,FINAL,Christmas music,,TALK ABOUT,ADCEH,ADCE,H,CHRISTMAS,false,,1,true,UNIQUE_MATCH
961,,CHRISTMAS MUSIC,FINAL,Christmas music,,TALK ABOUT,ADCEH,ADCE,H,CHRISTMAS,false,,1,true,UNIQUE_MATCH
962,,CHRISTMAS MUSIC,FINAL,Christmas music,,TALK ABOUT,ADCEH,ADCE,H,CHRISTMAS,false,,1,true,UNIQUE_MATCH
963,,LIKE,FINAL,Like,,TALK ABOUT,,,,,,,,false,
964,,GAME,FINAL,Game,,TALK ABOUT,,,,,,,,false,
965,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
966,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
967,,HAPPY,FINAL,Happy,,FEELINGS,,,,,,,,false,
968,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,FEELINGS,JEBD,JEB,D,HAPPY,false,,1,true,UNIQUE_MATCH
969,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,FEELINGS,JEBD,JEB,D,HAPPY,false,,1,true,UNIQUE_MATCH
970,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,FEELINGS,JEBD,JEB,D,HAPPY,false,,1,true,UNIQUE_MATCH
971,,I FEEL HAPPY,FINAL,I feel happy,,FEELINGS,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
972,,I FEEL HAPPY,FINAL,I feel happy,,FEELINGS,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
973,,I FEEL HAPPY,FINAL,I feel happy,,FEELINGS,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
974,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,FEELINGS,JEBD,JEB,D,HAPPY,false,,1,true,UNIQUE_MATCH
975,,I FEEL HAPPY,FINAL,I feel happy,,FEELINGS,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
976,,I FEEL HAPPY,FINAL,I feel happy,,FEELINGS,JEBC,JEB,C,HAPPY,false,,1,true,UNIQUE_MATCH
977,,I WANT TO FEEL HAPPY,FINAL,I want to feel happy,,FEELINGS,JEBD,JEB,D,HAPPY,false,,1,true,UNIQUE_MATCH
979,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
980,,BACK,FINAL,Back,,ABOUT ME,,,,,,,,false,
981,,OUCH,FINAL,Ouch,,ABOUT ME,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
982,,I FEEL GOOD,FINAL,I feel good,,ABOUT ME,,,,,,,,false,
983,,OUCH,FINAL,Ouch,,ABOUT ME,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
984,,OUCH,FINAL,Ouch,,ABOUT ME,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
985,,I FEEL GOOD,FINAL,I feel good,,ABOUT ME,,,,,,,,false,
986,,TYPES OF OUCH,MENU,,TYPES OF OUCH,TYPES OF OUCH,JDR,JD,R,BODY,true,1,1,true,UNIQUE_MATCH
987,,I FEEL OUCH,FINAL,I feel ouch,,TYPES OF OUCH,JDRJ,JDR,J,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
988,,SICK OUCH,FINAL,Sick ouch,,TYPES OF OUCH,JDRE,JDR,E,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
989,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
990,,SICK OUCH,FINAL,Sick ouch,,TYPES OF OUCH,JDRE,JDR,E,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
991,,SICK OUCH,FINAL,Sick ouch,,TYPES OF OUCH,JDRE,JDR,E,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
992,,SICK OUCH,FINAL,Sick ouch,,TYPES OF OUCH,JDRE,JDR,E,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
993,,MOM,FINAL,Mom,,TYPES OF OUCH,,,,,,,,false,
994,,I FEEL OUCH,FINAL,I feel ouch,,TYPES OF OUCH,JDRJ,JDR,J,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
995,,I WILL FEEL OUCH,FINAL,I will feel ouch,,TYPES OF OUCH,JDRI,JDR,I,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
996,,I WILL FEEL OUCH,FINAL,I will feel ouch,,TYPES OF OUCH,JDRI,JDR,I,TYPES OF OUCH,false,,1,true,UNIQUE_MATCH
997,,ISABELLE,FINAL,Isabelle,,TYPES OF OUCH,,,,,,,,false,
998,,ISABELLE,FINAL,Isabelle,,TYPES OF OUCH,,,,,,,,false,
999,,I FEEL GOOD,FINAL,I feel good,,TYPES OF OUCH,,,,,,,,false,
1000,,I FEEL GOOD,FINAL,I feel good,,TYPES OF OUCH,,,,,,,,false,
1001,,I FEEL GOOD,FINAL,I feel good,,TYPES OF OUCH,,,,,,,,false,
1003,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1004,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1005,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1006,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1008,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1009,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1010,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1011,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1012,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1013,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1014,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1015,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1016,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1017,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1018,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1019,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1020,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1021,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1022,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1023,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1024,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1025,,I'M NOT SURE,FINAL,I'm not sure,,BODY,AGD,AG,D,YES AND NO,false,,1,true,UNIQUE_MATCH
1026,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1028,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1029,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1030,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1031,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1032,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1033,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1035,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1036,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1037,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1038,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1039,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1040,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1041,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1042,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1043,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1044,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1045,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1046,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1047,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1048,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1049,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1050,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1051,,NO,FINAL,No,,BODY,AGC,AG,C,YES AND NO,false,,1,true,UNIQUE_MATCH
1052,,YES,FINAL,Yes,,BODY,AGB,AG,B,YES AND NO,false,,1,true,UNIQUE_MATCH
1053,,SOMETHING ELSE,FINAL,Something else,,BODY,AGE,AG,E,YES AND NO,false,,1,true,UNIQUE_MATCH
1054,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1055,,TUMMY,FINAL,Tummy,,ABOUT ME,JDC,JD,C,BODY,false,,1,true,UNIQUE_MATCH
1056,,BACK,FINAL,Back,,ABOUT ME,,,,,,,,false,
1057,,I FEEL GOOD,FINAL,I feel good,,ABOUT ME,,,,,,,,false,
1058,,I FEEL GOOD,FINAL,I feel good,,ABOUT ME,,,,,,,,false,
1059,,I FEEL GOOD,FINAL,I feel good,,ABOUT ME,,,,,,,,false,
1060,,MEDICINE,FINAL,Medicine,,ABOUT ME,GDF,GD,F,TREATS,false,,1,true,UNIQUE_MATCH
1061,,SICK OUCH ANTIBIOTICS,FINAL,Sick ouch antibiotics,,ABOUT ME,,,,,,,,false,
1062,,SICK OUCH ANTIBIOTICS,FINAL,Sick ouch antibiotics,,ABOUT ME,,,,,,,,false,
1063,,TREAT SYRINGE,FINAL,Treat syringe,,ABOUT ME,JDLB,JDL,B,MEDICINE,false,,1,true,UNIQUE_MATCH
1064,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1065,,LEAF WRESTLE,FINAL,Leaf wrestle,,TO PLAY,DH,D,H,TO PLAY,false,,1,true,UNIQUE_MATCH
1066,,SNUGGLE,FINAL,Snuggle,,TO PLAY,,,,,,,,false,
1067,,BOOK,FINAL,Book,,TO PLAY,,,,,,,,false,
1069,,SEASONAL,MENU,,SEASONAL,SEASONAL,,,,,,,,false,
1070,,FALL,FINAL,Fall,,SEASONAL,,,,,,,,false,
1071,,CARTOONS,FINAL,Cartoons,,SEASONAL,FEC,FE,C,MOM WORK,false,,1,true,UNIQUE_MATCH
1072,,CARTOONS,FINAL,Cartoons,,SEASONAL,FEC,FE,C,MOM WORK,false,,1,true,UNIQUE_MATCH
1074,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1075,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1076,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1077,,BODY,MENU,,BODY,BODY,JD,J,D,ABOUT ME,true,1,1,true,UNIQUE_MATCH
1078,,WING,FINAL,Wing,,BODY,JDE,JD,E,BODY,false,,1,true,UNIQUE_MATCH
1079,,WING,FINAL,Wing,,BODY,JDE,JD,E,BODY,false,,1,true,UNIQUE_MATCH
1080,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1081,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1082,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1083,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1084,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1085,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1086,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1087,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1088,,I FEEL GOOD,FINAL,I feel good,,BODY,,,,,,,,false,
1089,,TUMMY,FINAL,Tummy ,,BODY,JDC,JD,C,BODY,false,,1,true,UNIQUE_MATCH
1090,,TUMMY,FINAL,Tummy ,,BODY,JDC,JD,C,BODY,false,,1,true,UNIQUE_MATCH
1091,,TUMMY,FINAL,Tummy ,,BODY,JDC,JD,C,BODY,false,,1,true,UNIQUE_MATCH
1092,,TUMMY,FINAL,Tummy ,,BODY,JDC,JD,C,BODY,false,,1,true,UNIQUE_MATCH
1093,,TUMMY,FINAL,Tummy ,,BODY,JDC,JD,C,BODY,false,,1,true,UNIQUE_MATCH
1094,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1095,,OUCH,FINAL,Ouch,,BODY,JDJ,JD,J,BODY,false,,1,true,UNIQUE_MATCH
1096,,FOOT,FINAL,Foot,,BODY,JDF,JD,F,BODY,false,,1,true,UNIQUE_MATCH
1097,,FOOT,FINAL,Foot,,BODY,JDF,JD,F,BODY,false,,1,true,UNIQUE_MATCH
1098,,DESCRIPTIONS AND PREFERENCES,MENU,,DESCRIPTIONS AND PREFERENCES,DESCRIPTIONS AND PREFERENCES,I,"",I,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1099,,WALK,FINAL,Walk,,DESCRIPTIONS AND PREFERENCES,ICH,IC,H,MOVEMENT,false,,1,true,UNIQUE_MATCH
1100,,ELLIE,FINAL,Ellie,,DESCRIPTIONS AND PREFERENCES,,,,,,,,false,
1101,,RUN,FINAL,Run,,DESCRIPTIONS AND PREFERENCES,ICB,IC,B,MOVEMENT,false,,1,true,UNIQUE_MATCH
1102,,RUN,FINAL,Run,,DESCRIPTIONS AND PREFERENCES,ICB,IC,B,MOVEMENT,false,,1,true,UNIQUE_MATCH
1103,,TO PLAY,MENU,,TO PLAY,TO PLAY,D,"",D,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1104,,SNUGGLE,FINAL,Snuggle,,TO PLAY,,,,,,,,false,
1105,,TYPING,FINAL,Typing,,TO PLAY,DG,D,G,TO PLAY,false,,1,true,UNIQUE_MATCH
1106,,T,FINAL,T ,,TO PLAY,,,,,,,,false,
1107,,L,FINAL,L,,TO PLAY,,,,,,,,false,
1108,,L,FINAL,L,,TO PLAY,,,,,,,,false,
1109,,T,FINAL,T,,TO PLAY,,,,,,,,false,
1110,,T,FINAL,T,,TO PLAY,,,,,,,,false,
1111,,T,FINAL,T,,TO PLAY,,,,,,,,false,
1112,,T,FINAL,T,,TO PLAY,,,,,,,,false,
1114,,ABOUT ME,MENU,,ABOUT ME,ABOUT ME,J,"",J,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1115,,FEELINGS,MENU,,FEELINGS,FEELINGS,,,,,,,,false,
1116,,MAD,FINAL,Mad,,FEELINGS,JCP,JC,P,TEMPERATURE,false,,1,true,UNIQUE_MATCH
1117,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,FEELINGS,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1118,,I FELT MAD,FINAL,I felt mad,,FEELINGS,JEDG,JED,G,MAD,false,,1,true,UNIQUE_MATCH
1119,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,FEELINGS,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1120,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,FEELINGS,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1121,,I WANT TO FEEL MAD,FINAL,I want to feel mad,,FEELINGS,JEDC,JED,C,MAD,false,,1,true,UNIQUE_MATCH
1122,,DESCRIPTIONS AND PREFERENCES,MENU,,DESCRIPTIONS AND PREFERENCES,DESCRIPTIONS AND PREFERENCES,I,"",I,MAIN MENU,true,1,1,true,UNIQUE_MATCH
1123,,OPPOSITES,MENU,,OPPOSITES,OPPOSITES,IB,I,B,DESCRIPTIONS AND PREFERENCES,true,1,1,true,UNIQUE_MATCH
1124,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
1125,,BROKEN,FINAL,Broken,,OPPOSITES,,,,,,,,false,
1126,,BROKEN,FINAL,Broken,,OPPOSITES,,,,,,,,false,
1127,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
1128,,FIX,FINAL,Fix,,OPPOSITES,,,,,,,,false,
1129,,FIX,FINAL,Fix,,OPPOSITES,,,,,,,,false,
1130,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
1131,,BIG,FINAL,Big,,OPPOSITES,IBE,IB,E,OPPOSITES,false,,1,true,UNIQUE_MATCH
1132,,BIG,FINAL,Big,,OPPOSITES,IBE,IB,E,OPPOSITES,false,,1,true,UNIQUE_MATCH
1133,,EASY,FINAL,Easy,,OPPOSITES,IBQ,IB,Q,OPPOSITES,false,,1,true,UNIQUE_MATCH
1134,,BIG,FINAL,Big,,OPPOSITES,IBE,IB,E,OPPOSITES,false,,1,true,UNIQUE_MATCH
1135,,LITTLE,FINAL,Little,,OPPOSITES,IBF,IB,F,OPPOSITES,false,,1,true,UNIQUE_MATCH
1136,,BIG,FINAL,Big,,OPPOSITES,IBE,IB,E,OPPOSITES,false,,1,true,UNIQUE_MATCH
1137,,OUT,FINAL,Out,,OPPOSITES,IBL,IB,L,OPPOSITES,false,,1,true,UNIQUE_MATCH
1138,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
1139,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
1140,,OUT,FINAL,Out,,OPPOSITES,IBL,IB,L,OPPOSITES,false,,1,true,UNIQUE_MATCH
1141,,BIG,FINAL,Big,,OPPOSITES,IBE,IB,E,OPPOSITES,false,,1,true,UNIQUE_MATCH
1142,,BROKEN,FINAL,Broken,,OPPOSITES,,,,,,,,false,
1143,,FIX,FINAL,Fix,,OPPOSITES,,,,,,,,false,
1144,,BROKEN,FINAL,Broken,,OPPOSITES,,,,,,,,false,
1145,,DARK,FINAL,Dark,,OPPOSITES,,,,,,,,false,
1146,,DARK,FINAL,Dark,,OPPOSITES,,,,,,,,false,
1147,,LIGHT,FINAL,Light,,OPPOSITES,,,,,,,,false,
1148,,FIX,FINAL,Fix,,OPPOSITES,,,,,,,,false,
1149,,HIGH UP,FINAL,High up,,OPPOSITES,,,,,,,,false,
1150,,DARK,FINAL,Dark,,OPPOSITES,,,,,,,,false,
1151,,LIGHT,FINAL,Light,,OPPOSITES,,,,,,,,false,
